unit,duration,partner,age,geo\time	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 	1999 	1998 	1997 	1996 	1995 	1994 
PC_POP,N_GE4,DOT,Y25-34,CH	: 	13.45 u	15.6 u	15.13 u	19.98 u	12.3 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,Y25-34,CY	27.41 e	31.1 e	27.77 e	26.79 e	10.33 e	14.43 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,Y25-34,CZ	25.35 	26.97 	23.2 	19.77 	18.41 	22.18 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,Y25-34,DE	16.21 u	19.32 	17.04 	16.43 	15.54 	15.48 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,Y25-34,DK	: 	17.2 	15.95 	15.57 	16.11 	11.71 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,Y25-34,EE	: c	: c	12.6 	11.54 	16.84 	11.88 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,Y25-34,EL	2.12 u	2.95 u	2.16 	2.49 	1.28 	2.28 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,Y25-34,ES	14.7 	11.92 	10.78 b	2.98 	3.49 	3.99 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,Y25-34,FI	26.91 	29.97 u	23.93 	24.6 	28.15 	22.68 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,Y25-34,FR	10.83 	11.41 	13.38 	12.7 	12.76 	14.36 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,Y25-34,HR	7.84 	7.05 u	4.42 b	8.62 	5.6 	4.64 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,Y25-34,HU	: 	7.1 	7.34 	7.53 	5.98 	8.34 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,Y25-34,IE	25.26 	19.24 	16.87 	21.68 	21.6 	18.87 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,Y25-34,IT	7.3 	9.02 	6.27 u	5.07 b	4.14 	3.13 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,Y25-34,LT	1.54 u	1.59 u	1.98 u	1.94 	1.44 u	0.87 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,Y25-34,LU	: 	0 u	: c	1.33 	0.47 	3.82 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,Y25-34,LV	8.93 	6.04 	7.88 	10.39 	3.62 	4.66 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,Y25-34,ME	: 	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,Y25-34,MT	11.23 u	7.45 u	7.68 	6.49 	6.21 	4.24 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,Y25-34,NL	17.38 	15.77 	14.01 	10.91 	14.43 	14.46 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,Y25-34,NO	32.79 	32.77 	: 	: 	30.46 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,Y25-34,PL	7.01 	6.83 	7.23 	7.47 	6.5 	4.26 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,Y25-34,PT	7.48 	7.6 	5.38 	3.42 	5.92 	3.55 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,Y25-34,RO	0.63 	0.36 	0.39 	0.51 	0.34 	0.01 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,Y25-34,SE	31.09 	15.03 	21.29 	14.63 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,Y25-34,SI	5.78 u	7.44 u	8.71 u	5.77 e	5.26 e	7.58 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,Y25-34,SK	11.46 u	2.47 u	10.13 u	8.67 	7.29 b	3.22 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,Y25-34,UK	: 	4.26 	3.61 	3.97 	2.23 	9.57 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,Y25-44,AT	33.66 	34.54 	30.39 	32.44 	34.04 	32.55 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,Y25-44,BE	30.33 b	21.31 	18.02 	16.41 	19.33 	12.91 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,Y25-44,BG	3.51 	0.62 	1.62 	0.84 	0.79 	0.66 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,Y25-44,CH	: 	16.16 u	16.64 	16.99 	21.21 	15.66 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,Y25-44,CY	28.2 e	29.69 e	26.8 e	26.61 e	12.77 e	13.71 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,Y25-44,CZ	26.35 	24.78 	22.21 	19.57 	16.96 	24.28 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,Y25-44,DE	17.32 	18.85 	16.75 	17.27 	15.66 	16.46 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,Y25-44,DK	: 	18.46 	16.45 	17.65 	14.59 	13.51 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,Y25-44,EE	15.45 u	9.84 u	12.09 	13.41 	14.98 	10.56 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,Y25-44,EL	2.01 	2.36 	1.87 	2.1 	1.65 	1.63 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,Y25-44,ES	11.73 	11.03 	10.25 b	3.64 	3.93 	4.22 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,Y25-44,FI	27.68 	27.95 	27.85 	23.35 	26.33 	22.04 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,Y25-44,FR	12.04 	12.46 	13.69 	13.03 	13.18 	14.33 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,Y25-44,HR	6.2 	6.03 	4.55 b	6.45 	6.88 	4.72 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,Y25-44,HU	: 	7.62 	6.62 	7.38 	6.35 	8.18 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,Y25-44,IE	25.88 	21.33 	21.22 	21.79 	21.85 	21.49 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,Y25-44,IT	6.74 	8.83 	6.39 	5.16 b	3.92 	3.74 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,Y25-44,LT	1.21 u	1.2 u	1.68 u	1.62 	1.37 u	0.63 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,Y25-44,LU	: 	: c	: c	1.99 	1.3 	2.38 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,Y25-44,LV	7.24 	7.47 	8.91 	8.47 	3.07 	4 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,Y25-44,ME	: 	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,Y25-44,MT	11.15 	7.08 u	6.95 	7.45 	5.77 	2.19 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,Y25-44,NL	16.74 	16.6 	14.43 	13.31 	14.64 	15.62 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,Y25-44,NO	34.97 	34.86 	: 	: 	33.32 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,Y25-44,PL	7.83 	7.95 	8.23 	7.28 	6.28 	4.34 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,Y25-44,PT	8.92 	8.6 	6.1 	4.68 	6.1 	3.24 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,Y25-44,RO	0.45 	0.29 	0.42 	0.37 	0.24 	0.03 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,Y25-44,SE	28.2 	15.65 	22.16 	17.11 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,Y25-44,SI	7.76 	7.72 	7.67 	7.16 e	6.52 e	8.78 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,Y25-44,SK	11 u	5.17 u	11.4 u	5.5 	4.55 b	3.49 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,Y25-44,UK	: 	3.69 	3.5 	3.4 	3.44 	7.41 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,Y35-44,AT	34.68 	32.13 	30.06 	33.98 	35.57 	34.62 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,Y35-44,BE	30.33 b	23.12 	17.41 	16.05 	19.89 	13.73 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,Y35-44,BG	2.91 	0.9 	1.38 	1.01 	0.41 	0.4 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,Y35-44,CH	: 	18.88 u	17.73 u	18.61 u	22.29 u	18.52 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,Y35-44,CY	29.15 e	28.01 e	25.66 e	26.37 e	15.71 e	12.85 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,Y35-44,CZ	27.16 	23.02 	21.41 	19.4 	15.71 	26.2 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,Y35-44,DE	18.5 	18.36 	16.46 	18.05 	15.76 	17.33 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,Y35-44,DK	: 	19.66 	16.9 	19.49 	13.29 	15.07 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,Y35-44,EE	: c	: c	11.54 	15.37 	12.95 	9.17 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,Y35-44,EL	1.93 u	1.92 u	1.64 	1.76 	1.96 	1.05 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,Y35-44,ES	9.61 	10.39 	9.85 b	4.14 	4.29 	4.42 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,Y35-44,FI	28.47 	25.82 u	31.99 	22.04 	24.41 	21.37 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,Y35-44,FR	13.08 	13.37 	13.96 	13.32 	13.53 	14.3 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,Y35-44,HR	4.75 	5.16 u	4.65 b	5.11 	8.72 	4.8 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,Y35-44,HU	: 	8.04 	6.11 	7.27 	6.7 	8.03 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,Y35-44,IE	26.4 	23.13 	25.04 	21.89 	22.09 	24.16 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,Y35-44,IT	6.34 	8.69 	6.46 	5.23 b	3.76 	4.2 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,Y35-44,LT	0.87 u	0.81 u	1.38 u	1.31 	1.3 u	0.42 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,Y35-44,LU	: 	: c	: c	2.61 	2.09 	1.11 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,Y35-44,LV	5.44 	9 	9.99 	6.46 	2.52 	3.28 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,Y35-44,ME	: 	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,Y35-44,MT	11.05 u	: c	5.78 	9.03 	5.32 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,Y35-44,NL	16.1 	17.41 	14.84 	15.49 	14.82 	16.62 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,Y35-44,NO	36.91 	36.71 	: 	: 	35.47 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,Y35-44,PL	8.59 	9.03 	9.2 	7.09 	6.02 	4.43 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,Y35-44,PT	9.79 	9.2 	6.53 	5.54 	6.25 	2.99 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,Y35-44,RO	0.3 	0.22 	0.45 	0.24 	0.14 	0.05 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,Y35-44,SE	25.95 	16.32 	23.15 	19.03 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,Y35-44,SI	9.4 	7.96 	6.73 u	8.45 e	7.73 e	9.95 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,Y35-44,SK	10.63 u	7.7 u	12.31 u	2.74 	2.28 b	3.78 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,Y35-44,UK	: 	3.12 	3.37 	2.82 	4.69 	5.28 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,Y45-54,AT	38.19 	36.01 	38.62 	38.14 	37.8 	37.37 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,Y45-54,BE	24.76 b	15.7 	12.72 	11.69 	17.46 	11.29 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,Y45-54,BG	1.12 	0.96 	1.02 	1.05 	0.13 	0.38 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,Y45-54,CH	: 	17.61 u	21.12 u	20.96 u	24.62 u	22.46 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,Y45-54,CY	20.91 e	22.16 e	23.14 e	17.43 e	2.81 e	11.63 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,Y45-54,CZ	23.12 	24.06 	13.22 	23.11 	18.58 	22.28 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,Y45-54,DE	21.05 	19.65 	19.86 	20.79 	18.57 	18.78 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,Y45-54,DK	: 	19.65 	18.85 	24.35 	14.81 	12.97 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,Y45-54,EE	: c	: c	4.76 u	9.08 	5.54 u	5.66 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,Y45-54,EL	2 	1.44 u	2.25 	1.35 	1.26 	1.01 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,Y45-54,ES	9.05 	9.04 	8.28 b	4.32 	4.46 	4.26 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,Y45-54,FI	21.32 	32.7 	29.79 	25.81 	30.81 	22.78 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,Y45-54,FR	13.6 	15.67 	16.44 	13.82 	14.83 	12.96 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,Y45-54,HR	3.41 	2.7 u	1.99 b	2.45 	4.29 	3.8 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,Y45-54,HU	: 	7.14 	6.15 	7.19 	7.1 	6.78 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,Y45-54,IE	24.15 	25.43 	23.64 	26.41 	24.53 	21.41 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,Y45-54,IT	6.91 	6.38 	5.85 	3.65 b	3.61 	2.55 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,Y45-54,LT	0.66 u	0.58 u	0.28 u	0.27 	0.44 u	0.56 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,Y45-54,LU	: 	: c	: c	1.17 	2.18 	1.63 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,Y45-54,LV	6.61 	7.09 	6.9 	4.39 	3.43 	3.81 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,Y45-54,ME	: 	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,Y45-54,MT	8.88 u	: c	4.32 	6.29 	5.7 	6.69 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,Y45-54,NL	12.92 	16.03 	16.38 	13.39 	15.18 	14.21 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,Y45-54,NO	33.61 	33.36 	: 	: 	36.66 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,Y45-54,PL	5.85 	5.33 	4.79 	5.21 	3.99 	3.34 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,Y45-54,PT	7.39 	8.24 	4.12 	4.06 	4.16 	2.87 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,Y45-54,RO	0.26 	0.2 	0.41 	0.19 	0.1 	0.01 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,Y45-54,SE	27.57 	18.7 	23.68 	17.44 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,Y45-54,SI	7.85 	5.24 	4.93 u	7.51 e	7.41 e	6.81 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,Y45-54,SK	8.73 	8.42 u	2.17 u	1.14 	8.28 b	2.43 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,Y45-54,UK	: 	2.79 	7.97 	6.01 	8.29 	9.08 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,Y45-64,AT	36.38 	34.08 	38.11 	36.36 	38.54 	35.88 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,Y45-64,BE	23.69 b	16.13 	14.21 	10.1 	17.48 	10.92 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,Y45-64,BG	1.4 	0.71 	0.99 	0.75 	0.35 	0.23 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,Y45-64,CH	: 	18.52 	20.97 	21.29 	22.88 	21.66 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,Y45-64,CY	17.89 e	19.16 e	19.75 e	16.12 e	3.77 e	9.06 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,Y45-64,CZ	19.16 	19.19 	13.41 	18.85 	16.06 	18.31 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
