unit,duration,partner,sex,geo\time	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 	1999 	1998 	1997 	1996 	1995 	1994 
NR,N_GE1,DOM,M,HU	: 	1332514 	1249847 	1338869 	1330596 	1278473 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,DOM,M,IE	356048 	300187 	345099 	351237 	340519 	315330 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,DOM,M,IT	6397415 	6684623 	6673136 	6164054 b	7792860 	9225692 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,DOM,M,LT	324680 	322535 	335264 	317269 	335562 	302081 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,DOM,M,LU	: 	: c	: c	307 	2284 	952 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,DOM,M,LV	186111 	196153 	188597 	189169 	210375 	199344 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,DOM,M,ME	: 	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,DOM,M,MT	30032 	29263 	22813 	29376 	24752 	37253 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,DOM,M,NL	1393204 	1426960 	1572583 	1591421 	1640557 	1569244 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,DOM,M,NO	387907 	361977 	: 	: 	322220 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,DOM,M,PL	6143697 	6029511 	5684445 	5526772 	6320000 	5050000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,DOM,M,PT	1238992 	1308821 	1280061 	1203940 	1210880 	1223387 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,DOM,M,RO	2121131 	1914032 	2096213 	2014359 	2015248 	1848399 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,DOM,M,SE	764728 	1125835 	965374 	1049470 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,DOM,M,SI	96492 	104057 	109493 	107399 e	102760 e	127984 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,DOM,M,SK	741380 	779336 	602300 	602318 	558657 b	460612 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,DOM,M,UK	: 	6870000 	6309200 	6821200 	7172000 	5907000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,DOM,T,AT	1304408 	1364017 	1344580 	1348198 	1327722 	1355097 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,DOM,T,BE	630985 b	393989 	500435 	440854 	489939 	518284 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,DOM,T,BG	1821030 	1622484 	1535770 	1430774 	1196931 	1012968 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,DOM,T,CH	: 	629662 	673061 	649558 	672216 	816571 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,DOM,T,CY	170162 e	173084 e	191306 e	159756 e	188796 e	203007 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,DOM,T,CZ	3460806 	3624574 	3621755 	3806839 	3152748 	3177297 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,DOM,T,DE	13680047 	15124254 	16570030 	16070924 	16487916 	17587516 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,DOM,T,DK	: 	1069290 	1038616 	1065837 	996650 	958961 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,DOM,T,EE	: 	257381 	260260 	281740 	230813 	230663 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,DOM,T,EL	3073570 	2747432 	2878410 	3062062 	2590468 	3064523 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,DOM,T,ES	16992606 	17588030 	16927230 b	16184672 	16707425 	16178398 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,DOM,T,FI	1264051 	1327962 	1258190 	1450799 	1391172 	1488515 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,DOM,T,FR	25492185 	24838386 	25530695 	24961148 	25667941 	26105790 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,DOM,T,HR	903998 	1057604 	1038738 b	1091609 	902595 	946953 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,DOM,T,HU	: 	2813680 	2708696 	2873819 	2851524 	2754432 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,DOM,T,IE	712604 	633404 	709202 	696393 	751112 	665185 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,DOM,T,IT	13145371 	13663208 	14014287 	12638439 b	15943533 	18542557 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,DOM,T,LT	678080 	686732 	720282 	696939 	684333 	643022 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,DOM,T,LU	: 	: c	: c	1743 	4051 	2640 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,DOM,T,LV	388243 	413034 	399092 	394081 	424712 	404717 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,DOM,T,ME	: 	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,DOM,T,MT	54350 	53122 	48692 	58044 	53814 	75574 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,DOM,T,NL	2972054 	3177698 	3170976 	3308568 	3262589 	3199863 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,DOM,T,NO	690891 	621870 	: 	: 	554270 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,DOM,T,PL	13328185 	12853326 	12063806 	11907720 	12300000 	11320000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,DOM,T,PT	2706666 	2835741 	2747385 	2614722 	2611167 	2553946 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,DOM,T,RO	4097763 	3699409 	4068425 	3930320 	3972221 	3682794 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,DOM,T,SE	1416153 	2324225 	2144625 	2125850 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,DOM,T,SI	184746 	225052 	217678 	232703 e	223629 e	244176 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,DOM,T,SK	1574565 	1523774 	1262276 	1204700 	1252382 b	993008 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,DOM,T,UK	: 	13372020 	13186000 	13277100 	14175000 	13124000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,DOT,F,AT	1408593 	1323797 	1340704 	1218145 	1396445 	1341750 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,DOT,F,BE	1270165 b	891449 	755088 	605798 	807049 	554689 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,DOT,F,BG	90022 	59118 	51311 	54961 	39751 	40007 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,DOT,F,CH	: 	1470718 	1484392 	1399344 	1426044 	1518318 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,DOT,F,CY	97411 e	94206 e	89607 e	86369 e	24135 e	57068 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,DOT,F,CZ	1694512 	1585226 	1525510 	1537017 	1388529 	1507174 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,DOT,F,DE	14115565 	12600749 	13080501 	14147012 	13890086 	12867532 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,DOT,F,DK	: 	471663 	438856 	445554 	429977 	321543 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,DOT,F,EE	227873 	174591 	175028 	200946 	161526 	155547 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,DOT,F,EL	143910 	98622 	110141 	114317 	92882 	75324 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,DOT,F,ES	3569126 	3131651 	2837321 b	1691092 	1597181 	1664454 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,DOT,F,FI	1267604 	1296460 	1293882 	1212132 	1169658 	1160317 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,DOT,F,FR	5810594 	5154328 	5859038 	5896578 	5707409 	5600926 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,DOT,F,HR	156913 	158229 	126129 b	168033 	283813 	158456 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,DOT,F,HU	: 	705935 	634238 	586758 	522629 	583126 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,DOT,F,IE	961010 	928067 	853777 	849178 	773387 	792716 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,DOT,F,IT	2156282 	2468471 	1985864 	1940984 b	1147075 	896819 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,DOT,F,LT	21621 u	23019 u	20748 u	16568 	18418 u	6930 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,DOT,F,LU	: 	21781 	24212 	19335 	21818 	23146 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,DOT,F,LV	196415 	206116 	194462 	178833 	158356 	130050 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,DOT,F,ME	: 	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,DOT,F,MT	43935 	30064 	26886 	29027 	29782 	20126 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,DOT,F,NL	2946548 	2937931 	2801222 	2712387 	2790281 	3028666 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,DOT,F,NO	1130776 	979438 	: 	: 	1213770 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,DOT,F,PL	1565207 	1476622 	1457598 	1451957 	880000 	820000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,DOT,F,PT	321301 	319273 	298790 	261469 	227700 	243563 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,DOT,F,RO	20637 	17101 	27065 	18697 	12616 	3173 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,DOT,F,SE	1943974 	1603597 	1695383 	1678580 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,DOT,F,SI	194462 	178590 	141110 	173599 e	159029 e	188585 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,DOT,F,SK	475996 	336372 	330107 	234464 	182045 b	125621 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,DOT,F,UK	: 	5770800 	5529700 	5729800 	5560000 	3063000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,DOT,M,AT	1276724 	1232018 	1147974 	1204078 	1206169 	1216445 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,DOT,M,BE	1174351 b	775659 	797195 	544154 	670915 	465063 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,DOT,M,BG	74855 	42560 	36967 	41348 	39777 	37200 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,DOT,M,CH	: 	1434453 	1384334 	1454835 	1518392 	1243780 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,DOT,M,CY	82013 e	90425 e	78603 e	75498 e	27428 e	56381 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,DOT,M,CZ	1654048 	1522526 	1559680 	1535135 	1412823 	1510065 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,DOT,M,DE	13137203 	14383534 	13654344 	12486370 	12582123 	13133608 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,DOT,M,DK	: 	357209 	417649 	433399 	381035 	282000 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,DOT,M,EE	156940 	174185 	159896 	162099 	131345 	142231 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,DOT,M,EL	113043 	79148 	91257 	94235 	75435 	61317 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,DOT,M,ES	3000906 	2837360 	2668253 b	1478119 	1391704 	1485620 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,DOT,M,FI	1348639 	1234161 	1260809 	1120475 	1212271 	1170413 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,DOT,M,FR	5305639 	5818867 	5199471 	5307789 	5089693 	4775117 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,DOT,M,HR	153966 	160131 	173910 b	162467 	363399 	145519 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,DOT,M,HU	: 	634293 	635480 	532786 	469945 	554794 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,DOT,M,IE	819099 	802216 	722410 	781099 	687073 	756066 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,DOT,M,IT	2114874 	2308352 	2100064 	1842113 b	871830 	1181026 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,DOT,M,LT	20204 u	20332 u	20089 u	21917 	18735 u	7003 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,DOT,M,LU	: 	18518 u	31343 	23853 	25289 	24289 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,DOT,M,LV	174496 	171206 	178895 	160385 	133752 	107513 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,DOT,M,ME	: 	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,DOT,M,MT	44828 	42671 	32719 	36838 	28619 	25073 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,DOT,M,NL	2658876 	2641561 	2438402 	2471383 	2587535 	2656036 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,DOT,M,NO	1087684 	1012882 	: 	: 	1077050 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,DOT,M,PL	1622734 	1479425 	1479879 	1492635 	1020000 	950000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,DOT,M,PT	302472 	291718 	300777 	257065 	209747 	232038 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,DOT,M,RO	29603 	19961 	25916 	27738 	16407 	1411 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,DOT,M,SE	1700195 	1565665 	1857348 	1528300 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,DOT,M,SI	164145 	179202 	139052 	145506 e	155483 e	182961 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,DOT,M,SK	434575 	321788 	365128 	293474 	227490 b	113658 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,DOT,M,UK	: 	4747080 	4258400 	4713400 	5560000 	2555000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,DOT,T,AT	2685317 	2555815 	2488677 	2422224 	2602614 	2558195 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,DOT,T,BE	2444516 b	1667107 	1552284 	1149952 	1477964 	1019752 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,DOT,T,BG	164877 	101678 	88278 	96309 	79528 	77207 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,DOT,T,CH	: 	2905170 	2868726 	2854179 	2944436 	2762098 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,DOT,T,CY	179425 e	184631 e	168210 e	161867 e	51563 e	113449 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,DOT,T,CZ	3348560 	3107752 	3085190 	3072152 	2801352 	3017239 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,DOT,T,DE	27252768 	26984283 	26734846 	26633382 	26472209 	26001140 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,DOT,T,DK	: 	828872 	856505 	878953 	811012 	603543 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,DOT,T,EE	384812 	348776 	334924 	363045 	292871 	297778 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,DOT,T,EL	256953 	177770 	201398 	208552 	168317 	136641 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,DOT,T,ES	6570032 	5969011 	5505574 b	3169211 	2988885 	3150074 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,DOT,T,FI	2616243 	2530621 	2554691 	2332607 	2381930 	2330730 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,DOT,T,FR	11116234 	10973195 	11058509 	11204367 	10797102 	10376043 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,DOT,T,HR	310880 	318360 	300039 b	330501 	647212 	303975 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,DOT,T,HU	: 	1340228 	1269718 	1119544 	992574 	1137920 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,DOT,T,IE	1780109 	1730283 	1576187 	1630277 	1460461 	1548782 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,DOT,T,IT	4271156 	4776823 	4085928 	3783097 b	2018905 	2077845 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,DOT,T,LT	41825 u	43351 u	40837 u	38485 	37153 u	13933 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,DOT,T,LU	: 	40299 	55555 	43188 	47107 	47434 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,DOT,T,LV	370911 	377322 	373357 	339218 	292108 	237563 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,DOT,T,ME	: 	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,DOT,T,MT	88763 	72735 	59605 	65866 	58401 	45199 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,DOT,T,NL	5605424 	5579492 	5239625 	5183771 	5377815 	5684702 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,DOT,T,NO	2218461 	1992320 	: 	: 	2290810 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,DOT,T,PL	3187942 	2956047 	2937478 	2944592 	1900000 	1770000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,DOT,T,PT	623773 	610991 	599567 	518534 	437447 	475601 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,DOT,T,RO	50240 	37062 	52981 	46435 	29023 	4584 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,DOT,T,SE	3644169 	3169261 	3552731 	3206880 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,DOT,T,SI	358607 	357792 	280162 	319105 e	314512 e	371546 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,DOT,T,SK	910571 	658160 	695235 	527938 	409535 b	239279 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
