unit,purpose,duration,partner,age,geo\time	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 	1999 	1998 	1997 	1996 	1995 
NR,PROF,N1-3,WORLD,Y25-44,SE	: 	4729766 	2904585 	3668854 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,WORLD,Y25-44,SI	460923 	373947 	410216 	371434 	305617 	348253 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,WORLD,Y25-44,SK	1894255 u	: u	1403701 u	: u	846404 bu	995468 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,WORLD,Y25-44,UK	: 	: 	: 	: 	13549132 	13240338 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,WORLD,Y35-44,AT	1109550 	1156281 	1063561 	1384624 	1389561 	1324649 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,WORLD,Y35-44,BE	394221 b	438932 	364703 	339389 	303157 	452752 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,WORLD,Y35-44,BG	77363 u	52303 u	: u	111277 u	85663 u	66652 bu	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,WORLD,Y35-44,CH	: 	441817 u	386958 u	489939 u	438760 u	756916 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,WORLD,Y35-44,CY	148284 u	148070 	85671 	72233 u	112925 	123254 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,WORLD,Y35-44,CZ	664730 	619534 	428649 	485894 	755937 	596716 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,WORLD,Y35-44,DE	12782860 	12282406 	13389813 	10647803 	14004489 	16803583 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,WORLD,Y35-44,DK	: 	969432 	532081 	741726 	674435 b	868507 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,WORLD,Y35-44,EA	: 	: 	: 	31132786 e	34444642 e	39095166 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,WORLD,Y35-44,EE	217317 	351575 	204545 	262903 	189397 	201925 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,WORLD,Y35-44,EL	: 	131123 	132898 	128917 	178406 	79697 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,WORLD,Y35-44,ES	3217132 	3624927 	3507427 b	4026247 	4109961 	4923095 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,WORLD,Y35-44,EU27	: 	: 	41241998 e	41208983 e	47458992 e	52630970 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,WORLD,Y35-44,EU28	: 	: 	41808154 e	41680420 e	47933559 e	53200352 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,WORLD,Y35-44,FI	1926579 	2071336 	1999121 	1855533 	2152465 	2046202 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,WORLD,Y35-44,FR	7362194 	5886182 	6392522 	6935104 	7453893 	6715322 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,WORLD,Y35-44,HR	210329 	459471 	538824 	455986 	473203 	567045 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,WORLD,Y35-44,HU	398981 	363460 	432812 	337700 	343461 	409548 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,WORLD,Y35-44,IE	482743 	482484 	547237 	430099 	392903 	336545 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,WORLD,Y35-44,IT	1735459 	2926272 	1914424 	2673288 b	2169909 	3947016 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,WORLD,Y35-44,LT	314315 	284991 	271934 	241479 	204167 	235569 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,WORLD,Y35-44,LU	: 	114147 	99921 	134121 	118085 	122626 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,WORLD,Y35-44,LV	: 	110157 u	100328 u	67614 u	153097 u	181508 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,WORLD,Y35-44,MT	27307 u	28660 u	43255 u	24027 bu	21728 	18201 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,WORLD,Y35-44,NL	1026262 	592442 	661405 	708146 	733515 	788077 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,WORLD,Y35-44,NO	1762928 	1231948 	2230017 	2461780 	1601263 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,WORLD,Y35-44,PL	1077112 	978675 	768623 	723073 b	1569288 	2013686 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,WORLD,Y35-44,PT	336587 	520769 	486205 	514039 	425561 	411706 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,WORLD,Y35-44,RO	: c	: u	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,WORLD,Y35-44,SE	: 	2232507 	1538998 	2119121 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,WORLD,Y35-44,SI	211511 	203549 	213087 	195798 	190174 	199197 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,WORLD,Y35-44,SK	: c	: u	: u	: u	: u	596507 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,WORLD,Y35-44,UK	: 	: 	: 	: 	8305464 	8161381 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,WORLD,Y45-54,AT	1446338 	1444727 	1413234 	1283982 	1598336 	1506289 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,WORLD,Y45-54,BE	459714 b	366597 	217355 	262635 	311317 	510933 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,WORLD,Y45-54,BG	71977 u	56514 u	68874 u	49308 u	89193 u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,WORLD,Y45-54,CH	: 	502786 u	: u	184224 u	397029 u	787843 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,WORLD,Y45-54,CY	68917 u	58558 u	39751 u	58335 u	63711 u	56607 bu	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,WORLD,Y45-54,CZ	348167 	402916 	300379 	384466 	415210 	569256 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,WORLD,Y45-54,DE	16580479 	13246750 	12366113 	13967026 	15512855 	17703714 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,WORLD,Y45-54,DK	: 	929077 	625392 	939401 	978357 b	989044 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,WORLD,Y45-54,EA	: 	: 	: 	30834945 e	34168203 e	37712060 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,WORLD,Y45-54,EE	184160 	205979 	194559 	209396 	110816 	91976 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,WORLD,Y45-54,EL	: 	118212 	111839 	140316 	114069 	72150 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,WORLD,Y45-54,ES	2769698 	2556610 	2419552 b	3192511 	4209204 	4357499 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,WORLD,Y45-54,EU27	: 	: 	35606092 e	41029069 e	47262316 e	51561546 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,WORLD,Y45-54,EU28	: 	: 	35823091 e	41621661 e	47663899 e	51947429 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,WORLD,Y45-54,FI	2105902 	2182036 	1688219 	1997937 	2124116 	2326452 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,WORLD,Y45-54,FR	6944977 	4107728 	3811919 	4734487 	5621860 	5624923 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,WORLD,Y45-54,HR	244104 	236754 	227593 	561707 	401568 	386832 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,WORLD,Y45-54,HU	233151 	313971 	300276 	245504 	406642 	387755 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,WORLD,Y45-54,IE	415470 	436988 	417985 	453783 	453234 	373916 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,WORLD,Y45-54,IT	2490484 	1919971 	2589437 	2590485 b	2542258 	3303651 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,WORLD,Y45-54,LT	196347 	212499 	201356 	193904 	127948 	169429 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,WORLD,Y45-54,LU	: 	98508 	104735 	143004 	120528 	105815 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,WORLD,Y45-54,LV	: 	: c	90843 u	: u	82208 u	104266 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,WORLD,Y45-54,MT	42477 	33732 u	: c	22087 bu	17846 	15840 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,WORLD,Y45-54,NL	1249545 	817596 	768037 	672804 	704052 	714920 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,WORLD,Y45-54,NO	1741688 	1434717 	2024258 	1946879 	1074993 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,WORLD,Y45-54,PL	662020 	540254 	383989 	452626 b	1303174 	1286274 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,WORLD,Y45-54,PT	569654 	484963 	359490 	323286 	142086 	279445 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,WORLD,Y45-54,RO	: c	: u	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,WORLD,Y45-54,SE	: 	3090347 	2085309 	2678796 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,WORLD,Y45-54,SI	149734 	141888 	175238 	113660 	152028 	143804 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,WORLD,Y45-54,SK	562427 u	: u	: u	: u	: u	519489 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,WORLD,Y45-54,UK	: 	: 	: 	: 	8777699 	9337300 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,WORLD,Y45-64,AT	2080383 	2138955 	2068910 	1973464 	2266736 	2065435 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,WORLD,Y45-64,BE	740104 b	674187 	562126 	356385 	584474 	905834 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,WORLD,Y45-64,BG	82463 u	86290 u	116295 u	89312 u	142692 	52584 bu	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,WORLD,Y45-64,CH	: 	679298 	381207 u	694071 u	590439 u	1370075 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,WORLD,Y45-64,CY	114002 u	84006 	75326 u	79030 u	94031 	90680 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,WORLD,Y45-64,CZ	537821 	592849 	474663 	541466 	724915 	670517 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,WORLD,Y45-64,DE	24582114 	22488310 	19895186 	22873327 	24693050 	26864860 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,WORLD,Y45-64,DK	: 	1403240 	1360825 	1374153 	1443205 b	1567403 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,WORLD,Y45-64,EA	: 	: 	: 	49265684 e	52023147 e	56593091 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,WORLD,Y45-64,EE	296554 	274764 	263006 	296823 	154241 	117194 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,WORLD,Y45-64,EL	: 	172483 	183824 	182018 	175199 	128895 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,WORLD,Y45-64,ES	4176412 	4047871 	3451027 b	4706923 	5952071 	6291009 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,WORLD,Y45-64,EU27	: 	: 	56670460 e	64780301 e	71385403 e	76818835 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,WORLD,Y45-64,EU28	: 	: 	57008639 e	65505006 e	71945884 e	77404292 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,WORLD,Y45-64,FI	3221729 	3244310 	2844819 	3124802 	3145094 	3581286 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,WORLD,Y45-64,FR	10966868 	6921393 	6578491 	7880382 	8478740 	8503594 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,WORLD,Y45-64,HR	314902 	276370 	355947 	702479 	561329 	586672 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,WORLD,Y45-64,HU	310339 	392949 	372535 	343845 	492525 	508638 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,WORLD,Y45-64,IE	638609 	662782 	631348 	689411 	663995 	578549 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,WORLD,Y45-64,IT	3753335 	3413303 	3879450 	4202597 b	3789048 	5060870 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,WORLD,Y45-64,LT	304502 	318637 	306645 	303451 	199737 	253251 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,WORLD,Y45-64,LU	: 	127422 	146846 	193405 	164688 	145971 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,WORLD,Y45-64,LV	: 	78774 u	101859 u	108901 u	121247 u	167001 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,WORLD,Y45-64,MT	69643 	37409 u	: c	29754 bu	26003 	24014 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,WORLD,Y45-64,NL	1754048 	1205192 	1141769 	883367 	911247 	998932 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,WORLD,Y45-64,NO	3288352 	2451278 	2760515 	3238402 	1960611 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,WORLD,Y45-64,PL	933560 	905510 	627982 	705922 b	2209863 	1801650 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,WORLD,Y45-64,PT	826317 	741002 	695090 	645032 	298544 	454266 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,WORLD,Y45-64,RO	108046 	114486 	113926 	69397 u	44881 u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,WORLD,Y45-64,SE	: 	4034087 	2923749 	3766091 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,WORLD,Y45-64,SI	193354 	193618 	229448 	172025 	190502 	183448 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,WORLD,Y45-64,SK	1001173 u	: u	: u	: u	: u	591290 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,WORLD,Y45-64,UK	: 	: 	: 	: 	12627543 	13739441 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,WORLD,Y55-64,AT	634045 	694228 	655675 	689482 	668400 	559146 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,WORLD,Y55-64,BE	280390 b	307590 	344771 	93750 u	273157 	394901 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,WORLD,Y55-64,BG	: c	: u	47422 u	: u	53498 u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,WORLD,Y55-64,CH	: 	: u	: u	509848 u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,WORLD,Y55-64,CY	: c	: u	35575 u	: u	30320 u	34074 bu	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,WORLD,Y55-64,CZ	189655 u	189933 u	174283 u	157000 u	309705 	101261 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,WORLD,Y55-64,DE	8001635 	9241560 	7529073 	8906300 	9180195 	9161147 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,WORLD,Y55-64,DK	: 	474163 	735433 	434752 	464848 b	578359 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,WORLD,Y55-64,EA	: 	: 	: 	18430739 e	17854945 e	18881030 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,WORLD,Y55-64,EE	112394 u	68785 u	68447 	87428 	43425 u	25219 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,WORLD,Y55-64,EL	: 	54271 	71985 	41703 u	61130 	56745 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,WORLD,Y55-64,ES	1406713 	1491261 	1031475 b	1514412 	1742867 	1933510 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,WORLD,Y55-64,EU27	: 	: 	21064367 e	23751231 e	24123087 e	25257289 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,WORLD,Y55-64,EU28	: 	: 	21185548 e	23883345 e	24281985 e	25456863 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,WORLD,Y55-64,FI	1115828 	1062275 	1156601 	1126865 	1020978 	1254834 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,WORLD,Y55-64,FR	4021891 	2813665 	2766573 	3145895 	2856880 	2878671 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,WORLD,Y55-64,HR	70799 u	39616 u	128354 	140771 	159762 	199840 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,WORLD,Y55-64,HU	77188 	78978 	72259 	98341 	85883 	120883 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,WORLD,Y55-64,IE	223139 	225795 	213363 	235627 	210761 	204633 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,WORLD,Y55-64,IT	1262852 u	1493331 	1290013 u	1612112 b	1246790 	1757219 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,WORLD,Y55-64,LT	108155 	106138 	105289 	109547 	71789 	83822 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,WORLD,Y55-64,LU	: 	28913 	42111 	50400 	44160 	40156 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,WORLD,Y55-64,LV	: 	: c	: u	: u	: u	62735 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,WORLD,Y55-64,MT	27165 u	: c	: c	: u	8157 	8174 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,WORLD,Y55-64,NL	504503 	387595 	373732 	210563 	207195 	284012 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,WORLD,Y55-64,NO	1546665 	1016561 	736257 	1291522 	885618 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,WORLD,Y55-64,PL	271540 	365256 	243993 	253296 b	906689 	515376 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,WORLD,Y55-64,PT	256663 	256039 	335600 	321745 	156458 	174821 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,WORLD,Y55-64,RO	82428 u	72980 u	83024 u	59224 u	28770 u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,WORLD,Y55-64,SE	: 	943740 	838440 	1087295 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,WORLD,Y55-64,SI	43621 u	51730 u	54210 u	58365 	38473 u	39644 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
