unit,purpose,duration,partner,trip_arr,geo\time	2017 	2016 	2015 	2014 
NR,PROF,N_GE1,DOM,TRA_TO_TA,EA	: 	: 	: 	30083020 e
NR,PROF,N_GE1,DOM,TRA_TO_TA,EE	: c	: 	: 	: u
NR,PROF,N_GE1,DOM,TRA_TO_TA,EL	: 	: 	: 	212001 
NR,PROF,N_GE1,DOM,TRA_TO_TA,ES	3549714 	: 	: 	: u
NR,PROF,N_GE1,DOM,TRA_TO_TA,EU27	: 	: 	: 	39996275 e
NR,PROF,N_GE1,DOM,TRA_TO_TA,EU28	: 	: 	: 	40078010 e
NR,PROF,N_GE1,DOM,TRA_TO_TA,FI	452902 	: 	: 	390988 
NR,PROF,N_GE1,DOM,TRA_TO_TA,FR	38480605 	: 	: 	: 
NR,PROF,N_GE1,DOM,TRA_TO_TA,HR	: 	: 	: 	114018 u
NR,PROF,N_GE1,DOM,TRA_TO_TA,IE	: c	: 	: 	: u
NR,PROF,N_GE1,DOM,TRA_TO_TA,IT	: u	: 	: 	1055746 u
NR,PROF,N_GE1,DOM,TRA_TO_TA,LT	: 	: 	: 	14752 u
NR,PROF,N_GE1,DOM,TRA_TO_TA,NL	: c	: 	: 	: 
NR,PROF,N_GE1,DOM,TRA_TO_TA,PL	: c	: 	: 	53738 u
NR,PROF,N_GE1,DOM,TRA_TO_TA,PT	134575 	: 	: 	291159 
NR,PROF,N_GE1,DOM,TRA_TO_TA,RO	202605 u	: 	: 	387718 u
NR,PROF,N_GE1,DOM,TRA_TO_TA,SE	: 	: 	: 	4005983 
NR,PROF,N_GE1,DOM,TRA_TO_TA,SI	: c	: 	: 	: u
NR,PROF,N_GE1,DOM,TRA_TO_TA,SK	: c	: 	: 	: 
NR,PROF,N_GE1,DOM,TRA_WEB,AT	877432 	: 	: 	784945 
NR,PROF,N_GE1,DOM,TRA_WEB,BE	: u	: 	: 	: u
NR,PROF,N_GE1,DOM,TRA_WEB,CZ	188779 u	: 	: 	: u
NR,PROF,N_GE1,DOM,TRA_WEB,DE	27460232 	: 	: 	20186710 
NR,PROF,N_GE1,DOM,TRA_WEB,DK	: 	: 	: 	834431 
NR,PROF,N_GE1,DOM,TRA_WEB,EA	: 	: 	: 	43348535 e
NR,PROF,N_GE1,DOM,TRA_WEB,EE	116952 u	: 	: 	48311 
NR,PROF,N_GE1,DOM,TRA_WEB,EL	: 	: 	: 	230108 u
NR,PROF,N_GE1,DOM,TRA_WEB,ES	4643581 	: 	: 	: u
NR,PROF,N_GE1,DOM,TRA_WEB,EU27	: 	: 	: 	54107499 e
NR,PROF,N_GE1,DOM,TRA_WEB,EU28	: 	: 	: 	54086894 e
NR,PROF,N_GE1,DOM,TRA_WEB,FI	1840784 	: 	: 	1545736 
NR,PROF,N_GE1,DOM,TRA_WEB,FR	17957938 	: 	: 	: 
NR,PROF,N_GE1,DOM,TRA_WEB,HR	: 	: 	: 	: u
NR,PROF,N_GE1,DOM,TRA_WEB,HU	41596 u	: 	: 	: u
NR,PROF,N_GE1,DOM,TRA_WEB,IE	105211 u	: 	: 	84705 u
NR,PROF,N_GE1,DOM,TRA_WEB,IT	3084172 	: 	: 	2680157 
NR,PROF,N_GE1,DOM,TRA_WEB,LT	: c	: 	: 	43246 
NR,PROF,N_GE1,DOM,TRA_WEB,LU	: 	: 	: 	: u
NR,PROF,N_GE1,DOM,TRA_WEB,NL	: c	: 	: 	: 
NR,PROF,N_GE1,DOM,TRA_WEB,PL	232439 u	: 	: 	159479 
NR,PROF,N_GE1,DOM,TRA_WEB,PT	225867 	: 	: 	: 
NR,PROF,N_GE1,DOM,TRA_WEB,RO	: c	: 	: 	: u
NR,PROF,N_GE1,DOM,TRA_WEB,SE	: 	: 	: 	2726019 
NR,PROF,N_GE1,DOM,TRA_WEB,SI	: c	: 	: 	: u
NR,PROF,N_GE1,DOM,TRA_WEB,SK	: c	: 	: 	: 
NR,PROF,N_GE1,OUT,ACC_TO_TA,AT	1875023 	: 	: 	1949025 
NR,PROF,N_GE1,OUT,ACC_TO_TA,BE	1115877 b	: 	: 	858746 
NR,PROF,N_GE1,OUT,ACC_TO_TA,CY	483054 	: 	: 	526971 
NR,PROF,N_GE1,OUT,ACC_TO_TA,CZ	: c	: 	: 	: u
NR,PROF,N_GE1,OUT,ACC_TO_TA,DE	10748699 	: 	: 	13466142 
NR,PROF,N_GE1,OUT,ACC_TO_TA,DK	: 	: 	: 	413193 u
NR,PROF,N_GE1,OUT,ACC_TO_TA,EA	: 	: 	: 	34091593 e
NR,PROF,N_GE1,OUT,ACC_TO_TA,EE	627799 	: 	: 	567320 
NR,PROF,N_GE1,OUT,ACC_TO_TA,EL	: 	: 	: 	179742 u
NR,PROF,N_GE1,OUT,ACC_TO_TA,ES	2361830 	: 	: 	: u
NR,PROF,N_GE1,OUT,ACC_TO_TA,EU27	: 	: 	: 	42884166 e
NR,PROF,N_GE1,OUT,ACC_TO_TA,EU28	: 	: 	: 	43688998 e
NR,PROF,N_GE1,OUT,ACC_TO_TA,FI	3010363 	: 	: 	2086092 
NR,PROF,N_GE1,OUT,ACC_TO_TA,FR	: u	: 	: 	: 
NR,PROF,N_GE1,OUT,ACC_TO_TA,HR	: 	: 	: 	749222 
NR,PROF,N_GE1,OUT,ACC_TO_TA,HU	1331742 	: 	: 	1006455 
NR,PROF,N_GE1,OUT,ACC_TO_TA,IE	598374 	: 	: 	570164 
NR,PROF,N_GE1,OUT,ACC_TO_TA,IT	: u	: 	: 	2123080 u
NR,PROF,N_GE1,OUT,ACC_TO_TA,LT	: c	: 	: 	52198 
NR,PROF,N_GE1,OUT,ACC_TO_TA,LU	: 	: 	: 	50230 u
NR,PROF,N_GE1,OUT,ACC_TO_TA,LV	: 	: 	: 	: u
NR,PROF,N_GE1,OUT,ACC_TO_TA,MT	234003 	: 	: 	109232 
NR,PROF,N_GE1,OUT,ACC_TO_TA,NL	3154718 	: 	: 	2266946 
NR,PROF,N_GE1,OUT,ACC_TO_TA,PL	257256 u	: 	: 	170422 u
NR,PROF,N_GE1,OUT,ACC_TO_TA,PT	584030 	: 	: 	797569 
NR,PROF,N_GE1,OUT,ACC_TO_TA,RO	: c	: 	: 	: 
NR,PROF,N_GE1,OUT,ACC_TO_TA,SE	: 	: 	: 	1402766 u
NR,PROF,N_GE1,OUT,ACC_TO_TA,SI	219437 	: 	: 	119088 
NR,PROF,N_GE1,OUT,ACC_TO_TA,SK	: c	: 	: 	: u
NR,PROF,N_GE1,OUT,ACC_WEB,AT	3273094 	: 	: 	4084193 
NR,PROF,N_GE1,OUT,ACC_WEB,BE	1503283 b	: 	: 	1148439 
NR,PROF,N_GE1,OUT,ACC_WEB,CY	574975 	: 	: 	533192 
NR,PROF,N_GE1,OUT,ACC_WEB,CZ	1169899 	: 	: 	564062 u
NR,PROF,N_GE1,OUT,ACC_WEB,DE	39294613 	: 	: 	29011817 
NR,PROF,N_GE1,OUT,ACC_WEB,DK	: 	: 	: 	1526302 
NR,PROF,N_GE1,OUT,ACC_WEB,EA	: 	: 	: 	55840592 e
NR,PROF,N_GE1,OUT,ACC_WEB,EE	681073 	: 	: 	827804 
NR,PROF,N_GE1,OUT,ACC_WEB,EL	: 	: 	: 	146127 u
NR,PROF,N_GE1,OUT,ACC_WEB,ES	2105452 	: 	: 	: u
NR,PROF,N_GE1,OUT,ACC_WEB,EU27	: 	: 	: 	70720175 e
NR,PROF,N_GE1,OUT,ACC_WEB,EU28	: 	: 	: 	71656814 e
NR,PROF,N_GE1,OUT,ACC_WEB,FI	4992769 	: 	: 	3230738 
NR,PROF,N_GE1,OUT,ACC_WEB,FR	7800839 	: 	: 	: 
NR,PROF,N_GE1,OUT,ACC_WEB,HR	: 	: 	: 	894072 
NR,PROF,N_GE1,OUT,ACC_WEB,HU	227953 	: 	: 	200622 
NR,PROF,N_GE1,OUT,ACC_WEB,IE	1562856 	: 	: 	1367329 
NR,PROF,N_GE1,OUT,ACC_WEB,IT	3997973 u	: 	: 	3560611 u
NR,PROF,N_GE1,OUT,ACC_WEB,LT	1999912 	: 	: 	1465854 
NR,PROF,N_GE1,OUT,ACC_WEB,LU	: 	: 	: 	332678 
NR,PROF,N_GE1,OUT,ACC_WEB,LV	: 	: 	: 	183789 u
NR,PROF,N_GE1,OUT,ACC_WEB,MT	285133 	: 	: 	143148 
NR,PROF,N_GE1,OUT,ACC_WEB,NL	3741627 	: 	: 	2617178 
NR,PROF,N_GE1,OUT,ACC_WEB,PL	1205022 	: 	: 	875049 
NR,PROF,N_GE1,OUT,ACC_WEB,PT	616226 	: 	: 	782956 
NR,PROF,N_GE1,OUT,ACC_WEB,RO	: c	: 	: 	: 
NR,PROF,N_GE1,OUT,ACC_WEB,SE	: 	: 	: 	1099104 u
NR,PROF,N_GE1,OUT,ACC_WEB,SI	714350 	: 	: 	664967 
NR,PROF,N_GE1,OUT,ACC_WEB,SK	: c	: 	: 	: u
NR,PROF,N_GE1,OUT,DIRECT,AT	2911156 	: 	: 	3633000 
NR,PROF,N_GE1,OUT,DIRECT,BE	2985677 b	: 	: 	2143806 
NR,PROF,N_GE1,OUT,DIRECT,CY	290321 u	: 	: 	290245 u
NR,PROF,N_GE1,OUT,DIRECT,CZ	1777289 	: 	: 	1304151 
NR,PROF,N_GE1,OUT,DIRECT,DE	25519019 	: 	: 	19862225 
NR,PROF,N_GE1,OUT,DIRECT,DK	: 	: 	: 	4230474 
NR,PROF,N_GE1,OUT,DIRECT,EA	: 	: 	: 	44273001 e
NR,PROF,N_GE1,OUT,DIRECT,EE	816485 	: 	: 	487919 
NR,PROF,N_GE1,OUT,DIRECT,EL	: 	: 	: 	: u
NR,PROF,N_GE1,OUT,DIRECT,ES	2970589 	: 	: 	1305221 u
NR,PROF,N_GE1,OUT,DIRECT,EU27	: 	: 	: 	62294222 e
NR,PROF,N_GE1,OUT,DIRECT,EU28	: 	: 	: 	63080532 e
NR,PROF,N_GE1,OUT,DIRECT,FI	3170256 	: 	: 	2202047 
NR,PROF,N_GE1,OUT,DIRECT,HR	: 	: 	: 	753687 
NR,PROF,N_GE1,OUT,DIRECT,HU	241310 	: 	: 	302046 
NR,PROF,N_GE1,OUT,DIRECT,IE	1608634 	: 	: 	1581178 
NR,PROF,N_GE1,OUT,DIRECT,IT	5183079 u	: 	: 	8146189 
NR,PROF,N_GE1,OUT,DIRECT,LT	1971654 	: 	: 	1544734 
NR,PROF,N_GE1,OUT,DIRECT,LU	: 	: 	: 	576557 
NR,PROF,N_GE1,OUT,DIRECT,LV	: 	: 	: 	144533 u
NR,PROF,N_GE1,OUT,DIRECT,MT	133212 	: 	: 	187946 
NR,PROF,N_GE1,OUT,DIRECT,NL	3280290 	: 	: 	1623706 
NR,PROF,N_GE1,OUT,DIRECT,PL	3175175 	: 	: 	2263072 
NR,PROF,N_GE1,OUT,DIRECT,PT	1412698 	: 	: 	575244 
NR,PROF,N_GE1,OUT,DIRECT,RO	: c	: 	: 	: u
NR,PROF,N_GE1,OUT,DIRECT,SE	: 	: 	: 	: u
NR,PROF,N_GE1,OUT,DIRECT,SI	959847 	: 	: 	1032085 
NR,PROF,N_GE1,OUT,DIRECT,SK	1161268 u	: 	: 	: u
NR,PROF,N_GE1,OUT,NBOOK,AT	453255 u	: 	: 	741930 u
NR,PROF,N_GE1,OUT,NBOOK,BE	315527 b	: 	: 	835148 
NR,PROF,N_GE1,OUT,NBOOK,CY	504073 u	: 	: 	: u
NR,PROF,N_GE1,OUT,NBOOK,CZ	: c	: 	: 	246099 u
NR,PROF,N_GE1,OUT,NBOOK,DE	13662297 	: 	: 	11627699 
NR,PROF,N_GE1,OUT,NBOOK,DK	: 	: 	: 	: u
NR,PROF,N_GE1,OUT,NBOOK,EA	: 	: 	: 	32186629 e
NR,PROF,N_GE1,OUT,NBOOK,EE	125674 u	: 	: 	800345 
NR,PROF,N_GE1,OUT,NBOOK,EL	: 	: 	: 	: u
NR,PROF,N_GE1,OUT,NBOOK,ES	: c	: 	: 	12017431 
NR,PROF,N_GE1,OUT,NBOOK,EU27	: 	: 	: 	44360769 e
NR,PROF,N_GE1,OUT,NBOOK,EU28	: 	: 	: 	49219954 e
NR,PROF,N_GE1,OUT,NBOOK,FI	755915 u	: 	: 	3074432 
NR,PROF,N_GE1,OUT,NBOOK,HR	: 	: 	: 	4295103 
NR,PROF,N_GE1,OUT,NBOOK,HU	51030 	: 	: 	225312 
NR,PROF,N_GE1,OUT,NBOOK,IE	: c	: 	: 	: u
NR,PROF,N_GE1,OUT,NBOOK,IT	: u	: 	: 	: 
NR,PROF,N_GE1,OUT,NBOOK,LT	167906 	: 	: 	136908 
NR,PROF,N_GE1,OUT,NBOOK,LU	: 	: 	: 	57646 u
NR,PROF,N_GE1,OUT,NBOOK,LV	: 	: 	: 	430487 
NR,PROF,N_GE1,OUT,NBOOK,MT	: 	: 	: 	90852 u
NR,PROF,N_GE1,OUT,NBOOK,NL	: c	: 	: 	: u
NR,PROF,N_GE1,OUT,NBOOK,PL	3129399 	: 	: 	4513088 
NR,PROF,N_GE1,OUT,NBOOK,PT	515225 u	: 	: 	740454 
NR,PROF,N_GE1,OUT,NBOOK,RO	: c	: 	: 	: u
NR,PROF,N_GE1,OUT,NBOOK,SE	: 	: 	: 	: u
NR,PROF,N_GE1,OUT,NBOOK,SI	: c	: 	: 	: u
NR,PROF,N_GE1,OUT,NBOOK,SK	: c	: 	: 	: u
NR,PROF,N_GE1,OUT,NPACK,AT	5406902 	: 	: 	7906108 
NR,PROF,N_GE1,OUT,NPACK,BE	4409943 b	: 	: 	4082614 
NR,PROF,N_GE1,OUT,NPACK,BG	312968 u	: 	: 	147495 u
NR,PROF,N_GE1,OUT,NPACK,CH	: 	: 	4349360 	5155183 
NR,PROF,N_GE1,OUT,NPACK,CY	1367580 	: 	: 	1661236 
NR,PROF,N_GE1,OUT,NPACK,CZ	1930228 	: 	: 	1840667 
NR,PROF,N_GE1,OUT,NPACK,DE	55409609 	: 	: 	48539590 
NR,PROF,N_GE1,OUT,NPACK,DK	: 	: 	: 	4381444 
NR,PROF,N_GE1,OUT,NPACK,EA	: 	: 	: 	120761729 e
NR,PROF,N_GE1,OUT,NPACK,EE	1796371 	: 	: 	1813466 
NR,PROF,N_GE1,OUT,NPACK,EL	: 	: 	: 	699343 
NR,PROF,N_GE1,OUT,NPACK,ES	8433201 	: 	: 	13540539 
NR,PROF,N_GE1,OUT,NPACK,EU27	: 	: 	: 	159567892 e
NR,PROF,N_GE1,OUT,NPACK,EU28	: 	: 	: 	166109056 e
NR,PROF,N_GE1,OUT,NPACK,FI	7707407 	: 	: 	7868656 
NR,PROF,N_GE1,OUT,NPACK,FR	15155365 	: 	: 	: 
NR,PROF,N_GE1,OUT,NPACK,HR	: 	: 	: 	5888094 
NR,PROF,N_GE1,OUT,NPACK,HU	309922 	: 	: 	527358 
NR,PROF,N_GE1,OUT,NPACK,IE	2650236 	: 	: 	2609698 
NR,PROF,N_GE1,OUT,NPACK,IT	8138035 	: 	: 	10498880 
NR,PROF,N_GE1,OUT,NPACK,LT	2142187 	: 	: 	1700005 
NR,PROF,N_GE1,OUT,NPACK,LU	: 	: 	: 	944465 
NR,PROF,N_GE1,OUT,NPACK,LV	: 	: 	: 	638056 
NR,PROF,N_GE1,OUT,NPACK,MT	437301 	: 	: 	406534 
NR,PROF,N_GE1,OUT,NPACK,NL	9858219 	: 	: 	3738672 
NR,PROF,N_GE1,OUT,NPACK,NO	5025422 	: 	: 	: 
NR,PROF,N_GE1,OUT,NPACK,PL	8942627 	: 	: 	6806923 
NR,PROF,N_GE1,OUT,NPACK,PT	2455342 	: 	: 	2191248 
NR,PROF,N_GE1,OUT,NPACK,RO	: c	: 	: 	: u
NR,PROF,N_GE1,OUT,NPACK,SE	: 	: 	: 	2515049 
NR,PROF,N_GE1,OUT,NPACK,SI	1253831 	: 	: 	1349784 
NR,PROF,N_GE1,OUT,NPACK,SK	2046015 u	: 	: 	: u
NR,PROF,N_GE1,OUT,PACK,AT	1219348 	: 	: 	1244115 
NR,PROF,N_GE1,OUT,PACK,BE	551459 b	: 	: 	344714 
NR,PROF,N_GE1,OUT,PACK,CY	: c	: 	: 	: u
NR,PROF,N_GE1,OUT,PACK,DE	7127856 u	: 	: 	7215362 
NR,PROF,N_GE1,OUT,PACK,DK	: 	: 	: 	441601 u
NR,PROF,N_GE1,OUT,PACK,EA	: 	: 	: 	14577252 e
NR,PROF,N_GE1,OUT,PACK,EE	131252 u	: 	: 	120811 u
NR,PROF,N_GE1,OUT,PACK,EL	: 	: 	: 	141435 u
NR,PROF,N_GE1,OUT,PACK,ES	222808 u	: 	: 	: u
NR,PROF,N_GE1,OUT,PACK,EU27	: 	: 	: 	19738622 e
NR,PROF,N_GE1,OUT,PACK,EU28	: 	: 	: 	21026992 e
NR,PROF,N_GE1,OUT,PACK,FI	390804 u	: 	: 	426338 u
NR,PROF,N_GE1,OUT,PACK,FR	2482973 	: 	: 	: 
NR,PROF,N_GE1,OUT,PACK,HR	: 	: 	: 	1147298 
NR,PROF,N_GE1,OUT,PACK,HU	1342176 	: 	: 	1022460 
NR,PROF,N_GE1,OUT,PACK,IE	: c	: 	: 	: u
NR,PROF,N_GE1,OUT,PACK,IT	: u	: 	: 	: u
NR,PROF,N_GE1,OUT,PACK,LT	: c	: 	: 	52198 
NR,PROF,N_GE1,OUT,PACK,LU	: 	: 	: 	50230 u
NR,PROF,N_GE1,OUT,PACK,LV	: 	: 	: 	: u
NR,PROF,N_GE1,OUT,PACK,MT	42325 u	: 	: 	: u
NR,PROF,N_GE1,OUT,PACK,NL	: 	: 	: 	1850998 
NR,PROF,N_GE1,OUT,PACK,PL	254829 u	: 	: 	149980 u
NR,PROF,N_GE1,OUT,PACK,PT	276291 u	: 	: 	281804 
NR,PROF,N_GE1,OUT,PACK,RO	: c	: 	: 	: 
NR,PROF,N_GE1,OUT,PACK,SE	: 	: 	: 	976514 u
NR,PROF,N_GE1,OUT,PACK,SI	73662 u	: 	: 	58150 u
NR,PROF,N_GE1,OUT,PACK,SK	: c	: 	: 	: u
NR,PROF,N_GE1,OUT,TOTAL,AT	6626250 	: 	: 	9150223 
NR,PROF,N_GE1,OUT,TOTAL,BE	4961402 b	: 	: 	4427328 
NR,PROF,N_GE1,OUT,TOTAL,BG	312968 u	: 	: 	147495 u
NR,PROF,N_GE1,OUT,TOTAL,CH	: 	: 	4349360 	5155183 
NR,PROF,N_GE1,OUT,TOTAL,CY	1498297 	: 	: 	1679121 
NR,PROF,N_GE1,OUT,TOTAL,CZ	1930228 	: 	: 	1840667 
NR,PROF,N_GE1,OUT,TOTAL,DE	62537465 	: 	: 	55754952 
NR,PROF,N_GE1,OUT,TOTAL,DK	: 	: 	: 	4823044 
NR,PROF,N_GE1,OUT,TOTAL,EA	: 	: 	: 	135338981 e
NR,PROF,N_GE1,OUT,TOTAL,EE	1927623 	: 	: 	1934276 
NR,PROF,N_GE1,OUT,TOTAL,EL	: 	: 	: 	840777 
NR,PROF,N_GE1,OUT,TOTAL,ES	8656009 	: 	: 	13569657 
NR,PROF,N_GE1,OUT,TOTAL,EU27	: 	: 	: 	179306514 e
NR,PROF,N_GE1,OUT,TOTAL,EU28	: 	: 	: 	187136049 e
NR,PROF,N_GE1,OUT,TOTAL,FI	8098210 	: 	: 	8294995 
NR,PROF,N_GE1,OUT,TOTAL,FR	17638338 	: 	: 	: 
NR,PROF,N_GE1,OUT,TOTAL,HR	: 	: 	: 	7035392 
NR,PROF,N_GE1,OUT,TOTAL,HU	1652098 	: 	: 	1549818 
NR,PROF,N_GE1,OUT,TOTAL,IE	2702522 	: 	: 	2711215 
NR,PROF,N_GE1,OUT,TOTAL,IT	8950043 	: 	: 	10765224 
NR,PROF,N_GE1,OUT,TOTAL,LT	2177569 	: 	: 	1752203 
NR,PROF,N_GE1,OUT,TOTAL,LU	: 	: 	: 	994695 
NR,PROF,N_GE1,OUT,TOTAL,LV	: 	822888 	: 	654390 
NR,PROF,N_GE1,OUT,TOTAL,MT	479626 	422092 	460363 	465493 
NR,PROF,N_GE1,OUT,TOTAL,NL	9858219 	: 	: 	5589670 
NR,PROF,N_GE1,OUT,TOTAL,NO	5025422 	: 	: 	: 
NR,PROF,N_GE1,OUT,TOTAL,PL	9197456 	: 	: 	6956902 
NR,PROF,N_GE1,OUT,TOTAL,PT	2731633 	: 	: 	2473052 
NR,PROF,N_GE1,OUT,TOTAL,RO	: c	: 	: 	: u
NR,PROF,N_GE1,OUT,TOTAL,SE	: 	: 	: 	3491563 
NR,PROF,N_GE1,OUT,TOTAL,SI	1327493 	: 	: 	1407935 
NR,PROF,N_GE1,OUT,TOTAL,SK	2048054 u	: 	: 	: u
NR,PROF,N_GE1,OUT,TRA_TO_TA,AT	1946205 	: 	: 	3225453 
NR,PROF,N_GE1,OUT,TRA_TO_TA,BE	1556140 b	: 	: 	1309540 
NR,PROF,N_GE1,OUT,TRA_TO_TA,CY	540494 	: 	: 	1194382 
NR,PROF,N_GE1,OUT,TRA_TO_TA,CZ	: c	: 	: 	: u
NR,PROF,N_GE1,OUT,TRA_TO_TA,DE	22771267 	: 	: 	21892844 
NR,PROF,N_GE1,OUT,TRA_TO_TA,DK	: 	: 	: 	551195 
NR,PROF,N_GE1,OUT,TRA_TO_TA,EA	: 	: 	: 	50865639 e
NR,PROF,N_GE1,OUT,TRA_TO_TA,EE	694076 	: 	: 	549671 
NR,PROF,N_GE1,OUT,TRA_TO_TA,EL	: 	: 	: 	400531 
NR,PROF,N_GE1,OUT,TRA_TO_TA,ES	2851499 	: 	: 	: u
NR,PROF,N_GE1,OUT,TRA_TO_TA,EU27	: 	: 	: 	62698803 e
NR,PROF,N_GE1,OUT,TRA_TO_TA,EU28	: 	: 	: 	64821828 e
NR,PROF,N_GE1,OUT,TRA_TO_TA,FI	3385356 	: 	: 	2581574 
NR,PROF,N_GE1,OUT,TRA_TO_TA,FR	16456281 	: 	: 	: 
NR,PROF,N_GE1,OUT,TRA_TO_TA,HR	: 	: 	: 	1922672 
NR,PROF,N_GE1,OUT,TRA_TO_TA,HU	1126653 	: 	: 	950395 
NR,PROF,N_GE1,OUT,TRA_TO_TA,IE	760806 	: 	: 	744969 
NR,PROF,N_GE1,OUT,TRA_TO_TA,IT	2845173 u	: 	: 	2386740 u
NR,PROF,N_GE1,OUT,TRA_TO_TA,LT	: c	: 	: 	52198 
NR,PROF,N_GE1,OUT,TRA_TO_TA,LU	: 	: 	: 	: u
NR,PROF,N_GE1,OUT,TRA_TO_TA,LV	: 	: 	: 	: u
NR,PROF,N_GE1,OUT,TRA_TO_TA,MT	168366 	: 	: 	166341 
NR,PROF,N_GE1,OUT,TRA_TO_TA,NL	3915461 	: 	: 	2921233 
NR,PROF,N_GE1,OUT,TRA_TO_TA,PL	314307 	: 	: 	165102 u
NR,PROF,N_GE1,OUT,TRA_TO_TA,PT	736134 	: 	: 	1023377 
NR,PROF,N_GE1,OUT,TRA_TO_TA,RO	: c	: 	: 	: 
NR,PROF,N_GE1,OUT,TRA_TO_TA,SE	: 	: 	: 	1908481 
NR,PROF,N_GE1,OUT,TRA_TO_TA,SI	253074 	: 	: 	246188 
NR,PROF,N_GE1,OUT,TRA_TO_TA,SK	: c	: 	: 	: u
NR,PROF,N_GE1,OUT,TRA_WEB,AT	3378346 	: 	: 	5001061 
NR,PROF,N_GE1,OUT,TRA_WEB,BE	1530825 b	: 	: 	1183943 
NR,PROF,N_GE1,OUT,TRA_WEB,CY	791817 	: 	: 	594771 
NR,PROF,N_GE1,OUT,TRA_WEB,CZ	943000 u	: 	: 	512484 u
NR,PROF,N_GE1,OUT,TRA_WEB,DE	37029917 	: 	: 	27908553 
NR,PROF,N_GE1,OUT,TRA_WEB,DK	: 	: 	: 	2565265 
NR,PROF,N_GE1,OUT,TRA_WEB,EA	: 	: 	: 	63288638 e
NR,PROF,N_GE1,OUT,TRA_WEB,EE	1099107 	: 	: 	996740 
NR,PROF,N_GE1,OUT,TRA_WEB,EL	: 	: 	: 	292724 u
NR,PROF,N_GE1,OUT,TRA_WEB,ES	3841010 	: 	: 	: u
NR,PROF,N_GE1,OUT,TRA_WEB,EU27	: 	: 	: 	80449147 e
NR,PROF,N_GE1,OUT,TRA_WEB,EU28	: 	: 	: 	81818783 e
NR,PROF,N_GE1,OUT,TRA_WEB,FI	6236776 	: 	: 	5156668 
NR,PROF,N_GE1,OUT,TRA_WEB,FR	11536510 	: 	: 	: 
NR,PROF,N_GE1,OUT,TRA_WEB,HR	: 	: 	: 	1282951 
NR,PROF,N_GE1,OUT,TRA_WEB,HU	117812 	: 	: 	109647 
NR,PROF,N_GE1,OUT,TRA_WEB,IE	1740179 	: 	: 	1686933 
NR,PROF,N_GE1,OUT,TRA_WEB,IT	4363656 u	: 	: 	6092810 u
NR,PROF,N_GE1,OUT,TRA_WEB,LT	1455493 	: 	: 	1080509 
NR,PROF,N_GE1,OUT,TRA_WEB,LU	: 	: 	: 	284334 
NR,PROF,N_GE1,OUT,TRA_WEB,LV	: 	: 	: 	154113 u
NR,PROF,N_GE1,OUT,TRA_WEB,MT	348674 	: 	: 	189506 
NR,PROF,N_GE1,OUT,TRA_WEB,NL	3792164 	: 	: 	2795931 
NR,PROF,N_GE1,OUT,TRA_WEB,PL	2321924 	: 	: 	1059944 
NR,PROF,N_GE1,OUT,TRA_WEB,PT	1140843 	: 	: 	1040008 
NR,PROF,N_GE1,OUT,TRA_WEB,RO	: c	: 	: 	: 
NR,PROF,N_GE1,OUT,TRA_WEB,SE	: 	: 	: 	1480427 
NR,PROF,N_GE1,OUT,TRA_WEB,SI	420507 	: 	: 	621297 
NR,PROF,N_GE1,OUT,TRA_WEB,SK	: c	: 	: 	: u
NR,PROF,N_GE1,WORLD,ACC_TO_TA,AT	2414722 	: 	: 	2272810 
NR,PROF,N_GE1,WORLD,ACC_TO_TA,BE	1139526 b	: 	: 	869919 
NR,PROF,N_GE1,WORLD,ACC_TO_TA,CY	483054 	: 	: 	533872 
NR,PROF,N_GE1,WORLD,ACC_TO_TA,CZ	: c	: 	: 	372633 u
NR,PROF,N_GE1,WORLD,ACC_TO_TA,DE	21061991 	: 	: 	23007787 
NR,PROF,N_GE1,WORLD,ACC_TO_TA,DK	: 	: 	: 	696013 
NR,PROF,N_GE1,WORLD,ACC_TO_TA,EA	: 	: 	: 	73262838 e
NR,PROF,N_GE1,WORLD,ACC_TO_TA,EE	713646 	: 	: 	592839 
NR,PROF,N_GE1,WORLD,ACC_TO_TA,EL	: 	: 	: 	269552 
NR,PROF,N_GE1,WORLD,ACC_TO_TA,ES	6890464 	: 	: 	78679 u
NR,PROF,N_GE1,WORLD,ACC_TO_TA,EU27	: 	: 	: 	93402537 e
NR,PROF,N_GE1,WORLD,ACC_TO_TA,EU28	: 	: 	: 	94290351 e
NR,PROF,N_GE1,WORLD,ACC_TO_TA,FI	4073120 	: 	: 	2831965 
NR,PROF,N_GE1,WORLD,ACC_TO_TA,FR	925221 	: 	: 	: 
NR,PROF,N_GE1,WORLD,ACC_TO_TA,HR	: 	: 	: 	875529 
NR,PROF,N_GE1,WORLD,ACC_TO_TA,HU	1331742 	: 	: 	1006455 
NR,PROF,N_GE1,WORLD,ACC_TO_TA,IE	639787 	: 	: 	652253 
NR,PROF,N_GE1,WORLD,ACC_TO_TA,IT	3785828 u	: 	: 	4099722 
NR,PROF,N_GE1,WORLD,ACC_TO_TA,LT	44411 u	: 	: 	386541 
NR,PROF,N_GE1,WORLD,ACC_TO_TA,LU	: 	: 	: 	51278 u
NR,PROF,N_GE1,WORLD,ACC_TO_TA,LV	: 	: 	: 	: u
NR,PROF,N_GE1,WORLD,ACC_TO_TA,MT	236653 	: 	: 	110116 
