unit,purpose,duration,partner,accommod,geo\time	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 	1999 	1998 	1997 	1996 	1995 	1994 
NR,PERS,N1-3,DOM,R_CAMP,SK	: c	: u	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,DOM,R_CAMP,UK	: 	: 	: 	: 	12884709 	12798716 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,DOM,R_HOT,AT	6739090 	7010626 	6163132 	6285722 	6169933 	5948495 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,DOM,R_HOT,BE	1634906 b	1286124 	1486158 	1051334 	1158888 	1232300 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,DOM,R_HOT,BG	1636694 	865961 	848182 	1137759 	934478 	752400 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,DOM,R_HOT,CH	: 	2914475 	2760852 	2915058 	3152649 	2614651 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,DOM,R_HOT,CY	742704 	719756 	724776 	640676 	506882 b	687558 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,DOM,R_HOT,CZ	3938428 	3584788 	2917993 	2954320 	2636421 	2546703 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,DOM,R_HOT,DE	59536398 	61880626 	62928113 	57444471 	66562482 	61074480 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,DOM,R_HOT,DK	: 	2992298 	3174046 	2672453 	2896734 b	1719373 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,DOM,R_HOT,EA	: 	: 	: 	148149486 e	155125465 e	156225282 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,DOM,R_HOT,EE	806011 	817429 	615453 	566215 	363581 	335268 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,DOM,R_HOT,EL	: 	860053 	986696 	964356 	723724 	833091 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,DOM,R_HOT,ES	27814627 	26602322 	27091513 b	28011811 	25273725 	26638208 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,DOM,R_HOT,EU27	: 	: 	214365234 e	201275681 e	229879650 e	230683547 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,DOM,R_HOT,EU28	: 	: 	214626090 e	201729119 e	230705307 e	231369091 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,DOM,R_HOT,FI	6790607 	6175099 	6527705 	5732017 	6211747 	6334280 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,DOM,R_HOT,FR	27768901 	22053525 	21376523 	23319716 	23154896 	23507577 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,DOM,R_HOT,HR	403090 	403930 	456176 	610601 	846916 	709399 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,DOM,R_HOT,HU	7031897 	6184891 	5487624 	4765999 	3831348 	4297454 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,DOM,R_HOT,IE	5115063 	4849916 	4743602 	4222003 	4013602 	3977270 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,DOM,R_HOT,IT	12669844 	14073520 	11988476 	10687694 b	11947834 	15616512 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,DOM,R_HOT,LT	1284959 	1077053 	996328 	834318 	769828 	729355 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,DOM,R_HOT,LU	: 	: u	12938 u	8624 u	: u	10785 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,DOM,R_HOT,LV	: 	336734 	346231 	252782 	273657 	397509 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,DOM,R_HOT,MT	123081 	94967 	111680 	97117 b	75554 u	175383 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,DOM,R_HOT,NL	7293031 	6843522 	6325111 	6363383 	6209233 	6412138 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,DOM,R_HOT,NO	2662568 	2367794 	2757121 	2734139 	2120195 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,DOM,R_HOT,PL	8779451 	8138305 	6706793 	5532726 b	12929915 	11275608 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,DOM,R_HOT,PT	2206809 	1745148 	2349696 	1773977 	1122815 	1587778 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,DOM,R_HOT,RO	2172222 	1892600 	1936608 	1637879 	1789685 	2757470 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,DOM,R_HOT,SE	: 	9116903 	9361088 	7821980 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,DOM,R_HOT,SI	544859 	521196 	478489 	504605 	446807 	472486 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,DOM,R_HOT,SK	3421258 	2375334 	1448508 	1277661 	1150279 b	1362454 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,DOM,R_HOT,UK	: 	: 	: 	: 	44325054 	45619591 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,DOM,R_OTH,AT	1916247 	1940712 	1915014 	2080966 	1661625 	1883449 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,DOM,R_OTH,BE	1382280 b	993521 	1472722 	935894 	958256 	1142245 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,DOM,R_OTH,BG	580540 	459154 	438298 	640923 	334196 	161678 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,DOM,R_OTH,CH	: 	887382 	873807 	806057 	834522 	1083472 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,DOM,R_OTH,CY	15936 	8681 	6082 	3052 u	3366 b	298371 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,DOM,R_OTH,CZ	1575601 	1613962 	1328845 	1303616 	1444699 	1486559 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,DOM,R_OTH,DE	9751921 	10918271 	11656893 	10011902 	10169186 	8708071 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,DOM,R_OTH,DK	: 	1336087 	1472935 	1522502 	1197463 b	1069973 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,DOM,R_OTH,EA	: 	: 	: 	47996731 e	46927965 e	45478117 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,DOM,R_OTH,EE	496668 	414172 	333538 	131915 	152900 	144451 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,DOM,R_OTH,EL	: 	322155 	358211 	357439 	294490 	650728 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,DOM,R_OTH,ES	16077923 	12749648 	10453903 b	4331257 	4210089 	3860216 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,DOM,R_OTH,EU27	: 	: 	81123838 e	69586335 e	74733405 e	65990021 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,DOM,R_OTH,EU28	: 	: 	81418210 e	69911223 e	75425665 e	66740738 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,DOM,R_OTH,FI	2607732 	2307355 	2295252 	2211467 	2849757 	2489244 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,DOM,R_OTH,FR	18677807 	15436668 	14754232 	15606387 	14227670 	14048088 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,DOM,R_OTH,HR	361804 	319166 	343675 	358073 	691152 	747094 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,DOM,R_OTH,HU	815954 	804657 	734188 	607918 	554728 	843820 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,DOM,R_OTH,IE	811263 	766588 	744092 	526366 	405784 	424591 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,DOM,R_OTH,IT	8644366 	7628432 	5802923 	5589118 b	4376808 	4687204 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,DOM,R_OTH,LT	573983 	586925 	359124 	404854 	540094 	606350 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,DOM,R_OTH,LU	: 	: u	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,DOM,R_OTH,LV	: 	: c	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,DOM,R_OTH,MT	163481 	149069 	139264 	149140 b	109859 	56855 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,DOM,R_OTH,NL	4373310 	5767884 	5290207 	5018106 	5177976 	5805046 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,DOM,R_OTH,NO	3832653 	4118159 	3340194 	4622731 	4057936 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,DOM,R_OTH,PL	6790616 	6110666 	4831796 	4420794 b	13154075 	7350249 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,DOM,R_OTH,PT	689798 	623478 	326719 	323943 	638709 	93743 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,DOM,R_OTH,RO	2705014 	2646642 	2431971 	2319046 	1961532 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,DOM,R_OTH,SE	: 	2241938 	2094484 	1516812 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,DOM,R_OTH,SI	383781 	363807 	439522 	394749 	366103 	393889 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,DOM,R_OTH,SK	1286224 	1203315 u	1170583 	1531530 	1316663 b	782004 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,DOM,R_OTH,UK	: 	: 	: 	: 	7147758 	7702163 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,DOM,TOTAL,AT	13388734 	13701664 	12529539 	13302874 	12376376 	11614059 	: 	: 	: 	: 	: 	9775446 	: 	7598479 	8092713 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,DOM,TOTAL,BE	4180516 b	3203589 	4122410 	2689760 	3148329 	2900170 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,DOM,TOTAL,BG	5733767 	3364116 	3032569 	4071907 	3846551 	3842109 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,DOM,TOTAL,CH	: 	6893722 	6853942 	6967693 	7743597 	6866989 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,DOM,TOTAL,CY	1949968 	1903611 	1857829 	1607076 	1537768 b	1823074 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,DOM,TOTAL,CZ	38692095 	34237876 	31471676 	37078080 	33439028 	36200298 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,DOM,TOTAL,DE	158998081 	168656004 	178011814 	161836384 	175945063 	167615290 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,DOM,TOTAL,DK	: 	26815133 	30299877 	30055318 	29541173 b	26928655 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	7229100 	7329300 	: 	: 	9716100 	: 	: 
NR,PERS,N1-3,DOM,TOTAL,EA	: 	: 	: 	662434533 e	676740214 e	686467819 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,DOM,TOTAL,EE	4139192 	4172243 	3530087 	3398506 	2341047 	2313852 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,DOM,TOTAL,EL	: 	3060303 	3243607 	3581761 	2923276 	5495625 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,DOM,TOTAL,ES	177239149 	168452946 	160771044 b	160529081 	163427930 	166220655 	: 	: 	: 	: 	: 	156869405 	157308800 	163785400 	151462100 	143565600 	173374430 	171839740 	81156626 	19264176 	: 	: 	: 	: 
NR,PERS,N1-3,DOM,TOTAL,EU27	: 	: 	976597495 e	977320686 e	976196196 e	987881158 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,DOM,TOTAL,EU28	: 	: 	979577584 e	982225397 e	981878207 e	993650349 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,DOM,TOTAL,FI	39209211 	37846876 	38055783 	36961575 	39005051 	39189392 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,DOM,TOTAL,FR	179119303 	160888964 	163206588 	184491323 	181954190 	184861260 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	142242000 	140965000 	123586667 	144266002 	: 	: 	: 
NR,PERS,N1-3,DOM,TOTAL,HR	2481744 	2600601 	3644526 	5327797 	5731124 	5817978 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,DOM,TOTAL,HU	18161591 	17999573 	18573170 	17894808 	16457775 	20305731 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,DOM,TOTAL,IE	10362955 	9993138 	9516756 	8352057 	7896544 	8022285 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3855000 	: 	: 	: 	: 	: 
NR,PERS,N1-3,DOM,TOTAL,IT	41064916 	44060794 	34577378 	36329218 b	33327995 	42155530 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,DOM,TOTAL,LT	3227905 	3161710 	3402998 	3396253 	3121013 	3283417 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,DOM,TOTAL,LU	: 	20197 u	22350 u	34234 	66854 	54737 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,DOM,TOTAL,LV	: 	4111422 	3868018 	4115911 	4229386 	4741715 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,DOM,TOTAL,MT	415493 	405279 	360284 	339022 b	321574 	330686 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,DOM,TOTAL,NL	27417182 	27726435 	27375257 	29020721 	29652370 	33326859 b	: 	: 	: 	: 	: 	15412000 	15291000 	15544000 	15976000 	16314000 	15782000 	16394000 	14995000 	14436000 	: 	: 	: 	: 
NR,PERS,N1-3,DOM,TOTAL,NO	16578183 	15870591 	15688166 	16927114 	13484748 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,DOM,TOTAL,PL	52558113 	48637419 	44086369 	41937463 b	50630835 	47242930 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,DOM,TOTAL,PT	17334510 	16241852 	15781021 	14733797 	14346515 	13546352 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,DOM,TOTAL,RO	22573414 	21929908 	20696355 	21697083 	21005630 	19599109 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,DOM,TOTAL,SE	: 	34348522 	35077922 	30735810 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,DOM,TOTAL,SI	2534409 	2436374 	2189284 	2693222 	2861056 	2994580 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,DOM,TOTAL,SK	9037490 	8691208 	7043087 	5798469 	5525240 b	3918960 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,DOM,TOTAL,UK	: 	: 	: 	: 	118641820 	120588222 	: 	: 	: 	: 	: 	: 	: 	: 	110500000 	124400000 	121600000 	129900000 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,DOM,TOT_NR,AT	4514606 	4523293 	4285326 	4714069 	4256217 	3538692 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,DOM,TOT_NR,BE	949324 b	674175 	958589 	587846 	765354 	443471 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,DOM,TOT_NR,BG	3474922 	2007576 	1701381 	2250869 	2366726 	2596514 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,DOM,TOT_NR,CH	: 	2636974 	2934373 	2934670 	3369488 	2755976 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,DOM,TOT_NR,CY	1188856 	1174875 	1126435 	959632 	1024342 b	831512 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,DOM,TOT_NR,CZ	32614661 	28375859 	26343931 	32243251 	28749928 	31679100 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,DOM,TOT_NR,DE	84257763 	90873782 	97465162 	88830617 	92291493 	91189725 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,DOM,TOT_NR,DK	: 	21681610 	24953987 	25064626 	24798276 b	23781086 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,DOM,TOT_NR,EA	: 	: 	: 	446814475 e	454700317 e	464081066 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,DOM,TOT_NR,EE	2812832 	2866914 	2528917 	2665236 	1764659 	1744008 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,DOM,TOT_NR,EL	: 	1838624 	1865598 	2228795 	1844506 	3949147 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,DOM,TOT_NR,ES	130003386 	126334965 	120302547 b	124505352 	130526412 	132450816 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,DOM,TOT_NR,EU27	: 	: 	655738425 e	679621591 e	634969263 e	654258289 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,DOM,TOT_NR,EU28	: 	: 	658127393 e	683748125 e	639086408 e	658453065 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,DOM,TOT_NR,FI	29339380 	28887797 	28879129 	28447347 	29396398 	29910862 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,DOM,TOT_NR,FR	125997859 	118095031 	121662386 	139340401 	139428777 	141037778 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,DOM,TOT_NR,HR	1686484 	1866388 	2786297 	4330692 	4141122 	4220043 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,DOM,TOT_NR,HU	10102389 	10851626 	12150524 	12355674 	11906943 	14972763 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,DOM,TOT_NR,IE	3913815 	3940023 	3711313 	3293900 	3163928 	3332903 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,DOM,TOT_NR,IT	18188408 	20843983 	16117625 	19041557 b	15862995 	20622290 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,DOM,TOT_NR,LT	1344640 	1479097 	1995441 	2113701 	1762866 	1913607 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,DOM,TOT_NR,LU	: 	: u	: u	13969 u	46108 	38278 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,DOM,TOT_NR,LV	: 	3467799 	3341838 	3653580 	3733442 	4149425 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,DOM,TOT_NR,MT	128931 	154200 	109340 	92765 b	136161 	98448 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,DOM,TOT_NR,NL	15617059 	13494064 	14478700 	16180785 	16815528 	19383733 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,DOM,TOT_NR,NO	9175625 	8433314 	8318764 	8597821 	6604494 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,DOM,TOT_NR,PL	36275170 	33667190 	31940533 	31483816 b	23542006 	27543904 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
