unit,purpose,duration,partner,trip_arr,geo\time	2017 	2016 	2015 	2014 
NR,PROF,N_GE1,DOM,TRA_WEB,DK	: 	: 	: 	467991 
NR,PROF,N_GE1,DOM,TRA_WEB,EA	: 	: 	: 	16462280 e
NR,PROF,N_GE1,DOM,TRA_WEB,EE	75315 u	: 	: 	31945 
NR,PROF,N_GE1,DOM,TRA_WEB,EL	: 	: 	: 	26299 u
NR,PROF,N_GE1,DOM,TRA_WEB,ES	1410345 	: 	: 	: u
NR,PROF,N_GE1,DOM,TRA_WEB,EU27	: 	: 	: 	21296563 e
NR,PROF,N_GE1,DOM,TRA_WEB,EU28	: 	: 	: 	21291332 e
NR,PROF,N_GE1,DOM,TRA_WEB,FI	1037465 	: 	: 	751624 
NR,PROF,N_GE1,DOM,TRA_WEB,FR	7229548 	: 	: 	: 
NR,PROF,N_GE1,DOM,TRA_WEB,HR	: 	: 	: 	: u
NR,PROF,N_GE1,DOM,TRA_WEB,HU	19347 u	: 	: 	: u
NR,PROF,N_GE1,DOM,TRA_WEB,IE	52448 u	: 	: 	41159 u
NR,PROF,N_GE1,DOM,TRA_WEB,IT	1205122 	: 	: 	1131480 
NR,PROF,N_GE1,DOM,TRA_WEB,LT	: c	: 	: 	20588 
NR,PROF,N_GE1,DOM,TRA_WEB,LU	: 	: 	: 	: u
NR,PROF,N_GE1,DOM,TRA_WEB,NL	: c	: 	: 	: 
NR,PROF,N_GE1,DOM,TRA_WEB,PL	108783 u	: 	: 	62378 
NR,PROF,N_GE1,DOM,TRA_WEB,PT	71604 	: 	: 	: 
NR,PROF,N_GE1,DOM,TRA_WEB,RO	: c	: 	: 	: u
NR,PROF,N_GE1,DOM,TRA_WEB,SE	: 	: 	: 	1507276 
NR,PROF,N_GE1,DOM,TRA_WEB,SI	: c	: 	: 	: u
NR,PROF,N_GE1,DOM,TRA_WEB,SK	: c	: 	: 	: 
NR,PROF,N_GE1,OUT,ACC_TO_TA,AT	514795 	: 	: 	578946 
NR,PROF,N_GE1,OUT,ACC_TO_TA,BE	335623 b	: 	: 	244984 
NR,PROF,N_GE1,OUT,ACC_TO_TA,CY	138156 	: 	: 	105054 
NR,PROF,N_GE1,OUT,ACC_TO_TA,CZ	: c	: 	: 	: u
NR,PROF,N_GE1,OUT,ACC_TO_TA,DE	2521590 	: 	: 	2231669 
NR,PROF,N_GE1,OUT,ACC_TO_TA,DK	: 	: 	: 	153206 u
NR,PROF,N_GE1,OUT,ACC_TO_TA,EA	: 	: 	: 	7549035 e
NR,PROF,N_GE1,OUT,ACC_TO_TA,EE	105152 	: 	: 	114914 
NR,PROF,N_GE1,OUT,ACC_TO_TA,EL	: 	: 	: 	27750 u
NR,PROF,N_GE1,OUT,ACC_TO_TA,ES	713218 	: 	: 	: u
NR,PROF,N_GE1,OUT,ACC_TO_TA,EU27	: 	: 	: 	9533372 e
NR,PROF,N_GE1,OUT,ACC_TO_TA,EU28	: 	: 	: 	9690608 e
NR,PROF,N_GE1,OUT,ACC_TO_TA,FI	761181 	: 	: 	618621 
NR,PROF,N_GE1,OUT,ACC_TO_TA,FR	: u	: 	: 	: 
NR,PROF,N_GE1,OUT,ACC_TO_TA,HR	: 	: 	: 	147602 
NR,PROF,N_GE1,OUT,ACC_TO_TA,HU	338299 	: 	: 	218330 
NR,PROF,N_GE1,OUT,ACC_TO_TA,IE	170278 	: 	: 	135179 
NR,PROF,N_GE1,OUT,ACC_TO_TA,IT	: u	: 	: 	467864 u
NR,PROF,N_GE1,OUT,ACC_TO_TA,LT	: c	: 	: 	14269 
NR,PROF,N_GE1,OUT,ACC_TO_TA,LU	: 	: 	: 	8657 u
NR,PROF,N_GE1,OUT,ACC_TO_TA,LV	: 	: 	: 	: u
NR,PROF,N_GE1,OUT,ACC_TO_TA,MT	59727 	: 	: 	17534 
NR,PROF,N_GE1,OUT,ACC_TO_TA,NL	806850 	: 	: 	597276 
NR,PROF,N_GE1,OUT,ACC_TO_TA,PL	38616 u	: 	: 	35020 u
NR,PROF,N_GE1,OUT,ACC_TO_TA,PT	117195 	: 	: 	212336 
NR,PROF,N_GE1,OUT,ACC_TO_TA,RO	: c	: 	: 	: 
NR,PROF,N_GE1,OUT,ACC_TO_TA,SE	: 	: 	: 	293050 u
NR,PROF,N_GE1,OUT,ACC_TO_TA,SI	84737 	: 	: 	48693 
NR,PROF,N_GE1,OUT,ACC_TO_TA,SK	: c	: 	: 	: u
NR,PROF,N_GE1,OUT,ACC_WEB,AT	1073178 	: 	: 	1279508 
NR,PROF,N_GE1,OUT,ACC_WEB,BE	392780 b	: 	: 	282688 
NR,PROF,N_GE1,OUT,ACC_WEB,CY	121036 	: 	: 	98446 
NR,PROF,N_GE1,OUT,ACC_WEB,CZ	299337 	: 	: 	142775 u
NR,PROF,N_GE1,OUT,ACC_WEB,DE	8185671 	: 	: 	5643062 
NR,PROF,N_GE1,OUT,ACC_WEB,DK	: 	: 	: 	476274 
NR,PROF,N_GE1,OUT,ACC_WEB,EA	: 	: 	: 	12720957 e
NR,PROF,N_GE1,OUT,ACC_WEB,EE	152593 	: 	: 	208036 
NR,PROF,N_GE1,OUT,ACC_WEB,EL	: 	: 	: 	35670 u
NR,PROF,N_GE1,OUT,ACC_WEB,ES	603612 	: 	: 	: u
NR,PROF,N_GE1,OUT,ACC_WEB,EU27	: 	: 	: 	16276622 e
NR,PROF,N_GE1,OUT,ACC_WEB,EU28	: 	: 	: 	16467308 e
NR,PROF,N_GE1,OUT,ACC_WEB,FI	1121439 	: 	: 	929888 
NR,PROF,N_GE1,OUT,ACC_WEB,FR	2136740 	: 	: 	: 
NR,PROF,N_GE1,OUT,ACC_WEB,HR	: 	: 	: 	184020 
NR,PROF,N_GE1,OUT,ACC_WEB,HU	67160 	: 	: 	63317 
NR,PROF,N_GE1,OUT,ACC_WEB,IE	453743 	: 	: 	413191 
NR,PROF,N_GE1,OUT,ACC_WEB,IT	721194 u	: 	: 	695376 u
NR,PROF,N_GE1,OUT,ACC_WEB,LT	408468 	: 	: 	301554 
NR,PROF,N_GE1,OUT,ACC_WEB,LU	: 	: 	: 	110489 
NR,PROF,N_GE1,OUT,ACC_WEB,LV	: 	: 	: 	67432 u
NR,PROF,N_GE1,OUT,ACC_WEB,MT	73909 	: 	: 	30807 
NR,PROF,N_GE1,OUT,ACC_WEB,NL	1032210 	: 	: 	701119 
NR,PROF,N_GE1,OUT,ACC_WEB,PL	214252 	: 	: 	168490 
NR,PROF,N_GE1,OUT,ACC_WEB,PT	164019 	: 	: 	215696 
NR,PROF,N_GE1,OUT,ACC_WEB,RO	: c	: 	: 	: 
NR,PROF,N_GE1,OUT,ACC_WEB,SE	: 	: 	: 	272509 u
NR,PROF,N_GE1,OUT,ACC_WEB,SI	240888 	: 	: 	172998 
NR,PROF,N_GE1,OUT,ACC_WEB,SK	: c	: 	: 	: u
NR,PROF,N_GE1,OUT,DIRECT,AT	826763 	: 	: 	1024624 
NR,PROF,N_GE1,OUT,DIRECT,BE	631540 b	: 	: 	483199 
NR,PROF,N_GE1,OUT,DIRECT,CY	35739 u	: 	: 	43253 u
NR,PROF,N_GE1,OUT,DIRECT,CZ	476888 	: 	: 	230338 
NR,PROF,N_GE1,OUT,DIRECT,DE	5058357 	: 	: 	3795803 
NR,PROF,N_GE1,OUT,DIRECT,DK	: 	: 	: 	950293 
NR,PROF,N_GE1,OUT,DIRECT,EA	: 	: 	: 	8965865 e
NR,PROF,N_GE1,OUT,DIRECT,EE	102983 	: 	: 	89679 
NR,PROF,N_GE1,OUT,DIRECT,EL	: 	: 	: 	: u
NR,PROF,N_GE1,OUT,DIRECT,ES	289032 	: 	: 	62105 u
NR,PROF,N_GE1,OUT,DIRECT,EU27	: 	: 	: 	12604969 e
NR,PROF,N_GE1,OUT,DIRECT,EU28	: 	: 	: 	12739357 e
NR,PROF,N_GE1,OUT,DIRECT,FI	646601 	: 	: 	687276 
NR,PROF,N_GE1,OUT,DIRECT,HR	: 	: 	: 	130897 
NR,PROF,N_GE1,OUT,DIRECT,HU	71791 	: 	: 	92861 
NR,PROF,N_GE1,OUT,DIRECT,IE	468290 	: 	: 	445998 
NR,PROF,N_GE1,OUT,DIRECT,IT	877506 u	: 	: 	1227470 
NR,PROF,N_GE1,OUT,DIRECT,LT	404902 	: 	: 	304050 
NR,PROF,N_GE1,OUT,DIRECT,LU	: 	: 	: 	183087 
NR,PROF,N_GE1,OUT,DIRECT,LV	: 	: 	: 	36593 u
NR,PROF,N_GE1,OUT,DIRECT,MT	23700 	: 	: 	26426 
NR,PROF,N_GE1,OUT,DIRECT,NL	869356 	: 	: 	364162 
NR,PROF,N_GE1,OUT,DIRECT,PL	347893 	: 	: 	302913 
NR,PROF,N_GE1,OUT,DIRECT,PT	193095 	: 	: 	83261 
NR,PROF,N_GE1,OUT,DIRECT,RO	: c	: 	: 	: u
NR,PROF,N_GE1,OUT,DIRECT,SE	: 	: 	: 	: u
NR,PROF,N_GE1,OUT,DIRECT,SI	312846 	: 	: 	306844 
NR,PROF,N_GE1,OUT,DIRECT,SK	442883 u	: 	: 	: u
NR,PROF,N_GE1,OUT,NBOOK,AT	56750 u	: 	: 	75793 u
NR,PROF,N_GE1,OUT,NBOOK,BE	75647 b	: 	: 	104137 
NR,PROF,N_GE1,OUT,NBOOK,CY	66363 u	: 	: 	: u
NR,PROF,N_GE1,OUT,NBOOK,CZ	: c	: 	: 	119415 u
NR,PROF,N_GE1,OUT,NBOOK,DE	2196831 	: 	: 	1380090 
NR,PROF,N_GE1,OUT,NBOOK,DK	: 	: 	: 	: u
NR,PROF,N_GE1,OUT,NBOOK,EA	: 	: 	: 	4126305 e
NR,PROF,N_GE1,OUT,NBOOK,EE	28112 u	: 	: 	171018 
NR,PROF,N_GE1,OUT,NBOOK,EL	: 	: 	: 	: u
NR,PROF,N_GE1,OUT,NBOOK,ES	: c	: 	: 	1541268 
NR,PROF,N_GE1,OUT,NBOOK,EU27	: 	: 	: 	5828436 e
NR,PROF,N_GE1,OUT,NBOOK,EU28	: 	: 	: 	6218232 e
NR,PROF,N_GE1,OUT,NBOOK,FI	131001 u	: 	: 	194685 
NR,PROF,N_GE1,OUT,NBOOK,HR	: 	: 	: 	346961 
NR,PROF,N_GE1,OUT,NBOOK,HU	33634 	: 	: 	116310 
NR,PROF,N_GE1,OUT,NBOOK,IE	: c	: 	: 	: u
NR,PROF,N_GE1,OUT,NBOOK,IT	: u	: 	: 	: 
NR,PROF,N_GE1,OUT,NBOOK,LT	39069 	: 	: 	38845 
NR,PROF,N_GE1,OUT,NBOOK,LU	: 	: 	: 	9391 u
NR,PROF,N_GE1,OUT,NBOOK,LV	: 	: 	: 	106973 
NR,PROF,N_GE1,OUT,NBOOK,MT	: 	: 	: 	12554 u
NR,PROF,N_GE1,OUT,NBOOK,NL	: c	: 	: 	: u
NR,PROF,N_GE1,OUT,NBOOK,PL	356745 	: 	: 	426040 
NR,PROF,N_GE1,OUT,NBOOK,PT	49475 u	: 	: 	78542 
NR,PROF,N_GE1,OUT,NBOOK,RO	: c	: 	: 	: u
NR,PROF,N_GE1,OUT,NBOOK,SE	: 	: 	: 	: u
NR,PROF,N_GE1,OUT,NBOOK,SI	: c	: 	: 	: u
NR,PROF,N_GE1,OUT,NBOOK,SK	: c	: 	: 	: u
NR,PROF,N_GE1,OUT,NPACK,AT	1438229 	: 	: 	1898541 
NR,PROF,N_GE1,OUT,NPACK,BE	988419 b	: 	: 	833843 
NR,PROF,N_GE1,OUT,NPACK,BG	61620 u	: 	: 	37080 u
NR,PROF,N_GE1,OUT,NPACK,CH	: 	: 	849020 	991478 
NR,PROF,N_GE1,OUT,NPACK,CY	253111 	: 	: 	195229 
NR,PROF,N_GE1,OUT,NPACK,CZ	518104 	: 	: 	405361 
NR,PROF,N_GE1,OUT,NPACK,DE	10524559 	: 	: 	8369886 
NR,PROF,N_GE1,OUT,NPACK,DK	: 	: 	: 	1011156 
NR,PROF,N_GE1,OUT,NPACK,EA	: 	: 	: 	22102063 e
NR,PROF,N_GE1,OUT,NPACK,EE	285693 	: 	: 	368675 
NR,PROF,N_GE1,OUT,NPACK,EL	: 	: 	: 	63157 
NR,PROF,N_GE1,OUT,NPACK,ES	1521054 	: 	: 	1617880 
NR,PROF,N_GE1,OUT,NPACK,EU27	: 	: 	: 	29341597 e
NR,PROF,N_GE1,OUT,NPACK,EU28	: 	: 	: 	30024142 e
NR,PROF,N_GE1,OUT,NPACK,FI	1628121 	: 	: 	1570184 
NR,PROF,N_GE1,OUT,NPACK,FR	3403692 	: 	: 	: 
NR,PROF,N_GE1,OUT,NPACK,HR	: 	: 	: 	627907 
NR,PROF,N_GE1,OUT,NPACK,HU	110093 	: 	: 	209171 
NR,PROF,N_GE1,OUT,NPACK,IE	737140 	: 	: 	671385 
NR,PROF,N_GE1,OUT,NPACK,IT	1340813 	: 	: 	1694396 
NR,PROF,N_GE1,OUT,NPACK,LT	444628 	: 	: 	350118 
NR,PROF,N_GE1,OUT,NPACK,LU	: 	: 	: 	290952 
NR,PROF,N_GE1,OUT,NPACK,LV	: 	: 	: 	158919 
NR,PROF,N_GE1,OUT,NPACK,MT	103055 	: 	: 	64315 
NR,PROF,N_GE1,OUT,NPACK,NL	2384023 	: 	: 	817461 
NR,PROF,N_GE1,OUT,NPACK,NO	1175384 	: 	: 	: 
NR,PROF,N_GE1,OUT,NPACK,PL	1026596 	: 	: 	736728 
NR,PROF,N_GE1,OUT,NPACK,PT	366539 	: 	: 	337706 
NR,PROF,N_GE1,OUT,NPACK,RO	: c	: 	: 	: u
NR,PROF,N_GE1,OUT,NPACK,SE	: 	: 	: 	605492 
NR,PROF,N_GE1,OUT,NPACK,SI	415268 	: 	: 	369270 
NR,PROF,N_GE1,OUT,NPACK,SK	727952 u	: 	: 	: u
NR,PROF,N_GE1,OUT,PACK,AT	300255 	: 	: 	328049 
NR,PROF,N_GE1,OUT,PACK,BE	151745 b	: 	: 	79127 
NR,PROF,N_GE1,OUT,PACK,CY	: c	: 	: 	: u
NR,PROF,N_GE1,OUT,PACK,DE	1290299 u	: 	: 	1190333 
NR,PROF,N_GE1,OUT,PACK,DK	: 	: 	: 	126264 u
NR,PROF,N_GE1,OUT,PACK,EA	: 	: 	: 	2924111 e
NR,PROF,N_GE1,OUT,PACK,EE	33200 u	: 	: 	26929 u
NR,PROF,N_GE1,OUT,PACK,EL	: 	: 	: 	17949 u
NR,PROF,N_GE1,OUT,PACK,ES	49877 u	: 	: 	: u
NR,PROF,N_GE1,OUT,PACK,EU27	: 	: 	: 	4021647 e
NR,PROF,N_GE1,OUT,PACK,EU28	: 	: 	: 	4141474 e
NR,PROF,N_GE1,OUT,PACK,FI	128990 u	: 	: 	127989 u
NR,PROF,N_GE1,OUT,PACK,FR	537308 	: 	: 	: 
NR,PROF,N_GE1,OUT,PACK,HR	: 	: 	: 	109032 
NR,PROF,N_GE1,OUT,PACK,HU	340111 	: 	: 	222317 
NR,PROF,N_GE1,OUT,PACK,IE	: c	: 	: 	: u
NR,PROF,N_GE1,OUT,PACK,IT	: u	: 	: 	: u
NR,PROF,N_GE1,OUT,PACK,LT	: c	: 	: 	14269 
NR,PROF,N_GE1,OUT,PACK,LU	: 	: 	: 	8657 u
NR,PROF,N_GE1,OUT,PACK,LV	: 	: 	: 	: u
NR,PROF,N_GE1,OUT,PACK,MT	7896 u	: 	: 	: u
NR,PROF,N_GE1,OUT,PACK,NL	: 	: 	: 	414304 
NR,PROF,N_GE1,OUT,PACK,PL	38130 u	: 	: 	30153 u
NR,PROF,N_GE1,OUT,PACK,PT	43359 u	: 	: 	83346 
NR,PROF,N_GE1,OUT,PACK,RO	: c	: 	: 	: 
NR,PROF,N_GE1,OUT,PACK,SE	: 	: 	: 	188478 u
NR,PROF,N_GE1,OUT,PACK,SI	29732 u	: 	: 	23429 u
NR,PROF,N_GE1,OUT,PACK,SK	: c	: 	: 	: u
NR,PROF,N_GE1,OUT,TOTAL,AT	1738484 	: 	: 	2226590 
NR,PROF,N_GE1,OUT,TOTAL,BE	1140165 b	: 	: 	912969 
NR,PROF,N_GE1,OUT,TOTAL,BG	61620 u	: 	: 	37080 u
NR,PROF,N_GE1,OUT,TOTAL,CH	: 	: 	849020 	991478 
NR,PROF,N_GE1,OUT,TOTAL,CY	274489 	: 	: 	199393 
NR,PROF,N_GE1,OUT,TOTAL,CZ	518104 	: 	: 	405361 
NR,PROF,N_GE1,OUT,TOTAL,DE	11814859 	: 	: 	9560219 
NR,PROF,N_GE1,OUT,TOTAL,DK	: 	: 	: 	1137420 
NR,PROF,N_GE1,OUT,TOTAL,EA	: 	: 	: 	25026174 e
NR,PROF,N_GE1,OUT,TOTAL,EE	318893 	: 	: 	395604 
NR,PROF,N_GE1,OUT,TOTAL,EL	: 	: 	: 	81107 
NR,PROF,N_GE1,OUT,TOTAL,ES	1570931 	: 	: 	1622424 
NR,PROF,N_GE1,OUT,TOTAL,EU27	: 	: 	: 	33363244 e
NR,PROF,N_GE1,OUT,TOTAL,EU28	: 	: 	: 	34165616 e
NR,PROF,N_GE1,OUT,TOTAL,FI	1757112 	: 	: 	1698173 
NR,PROF,N_GE1,OUT,TOTAL,FR	3941000 	: 	: 	: 
NR,PROF,N_GE1,OUT,TOTAL,HR	: 	: 	: 	736939 
NR,PROF,N_GE1,OUT,TOTAL,HU	450204 	: 	: 	431488 
NR,PROF,N_GE1,OUT,TOTAL,IE	751826 	: 	: 	691056 
NR,PROF,N_GE1,OUT,TOTAL,IT	1408016 	: 	: 	1817832 
NR,PROF,N_GE1,OUT,TOTAL,LT	448234 	: 	: 	364387 
NR,PROF,N_GE1,OUT,TOTAL,LU	: 	: 	: 	299608 
NR,PROF,N_GE1,OUT,TOTAL,LV	: 	195694 	: 	165140 
NR,PROF,N_GE1,OUT,TOTAL,MT	110951 	77584 	79002 	70691 
NR,PROF,N_GE1,OUT,TOTAL,NL	2384023 	: 	: 	1231765 
NR,PROF,N_GE1,OUT,TOTAL,NO	1175384 	: 	: 	: 
NR,PROF,N_GE1,OUT,TOTAL,PL	1064727 	: 	: 	766881 
NR,PROF,N_GE1,OUT,TOTAL,PT	409898 	: 	: 	421052 
NR,PROF,N_GE1,OUT,TOTAL,RO	: c	: 	: 	: u
NR,PROF,N_GE1,OUT,TOTAL,SE	: 	: 	: 	793971 
NR,PROF,N_GE1,OUT,TOTAL,SI	445000 	: 	: 	392699 
NR,PROF,N_GE1,OUT,TOTAL,SK	728631 u	: 	: 	: u
NR,PROF,N_GE1,OUT,TRA_TO_TA,AT	449787 	: 	: 	653129 
NR,PROF,N_GE1,OUT,TRA_TO_TA,BE	385555 b	: 	: 	281831 
NR,PROF,N_GE1,OUT,TRA_TO_TA,CY	124984 	: 	: 	123281 
NR,PROF,N_GE1,OUT,TRA_TO_TA,CZ	: c	: 	: 	: u
NR,PROF,N_GE1,OUT,TRA_TO_TA,DE	4265046 	: 	: 	3836274 
NR,PROF,N_GE1,OUT,TRA_TO_TA,DK	: 	: 	: 	172866 
NR,PROF,N_GE1,OUT,TRA_TO_TA,EA	: 	: 	: 	9759935 e
NR,PROF,N_GE1,OUT,TRA_TO_TA,EE	104676 	: 	: 	112656 
NR,PROF,N_GE1,OUT,TRA_TO_TA,EL	: 	: 	: 	40197 
NR,PROF,N_GE1,OUT,TRA_TO_TA,ES	738414 	: 	: 	: u
NR,PROF,N_GE1,OUT,TRA_TO_TA,EU27	: 	: 	: 	12206427 e
NR,PROF,N_GE1,OUT,TRA_TO_TA,EU28	: 	: 	: 	12465419 e
NR,PROF,N_GE1,OUT,TRA_TO_TA,FI	824779 	: 	: 	727073 
NR,PROF,N_GE1,OUT,TRA_TO_TA,FR	3637560 	: 	: 	: 
NR,PROF,N_GE1,OUT,TRA_TO_TA,HR	: 	: 	: 	239401 
NR,PROF,N_GE1,OUT,TRA_TO_TA,HU	272254 	: 	: 	197301 
NR,PROF,N_GE1,OUT,TRA_TO_TA,IE	187540 	: 	: 	161701 
NR,PROF,N_GE1,OUT,TRA_TO_TA,IT	365820 u	: 	: 	516335 u
NR,PROF,N_GE1,OUT,TRA_TO_TA,LT	: c	: 	: 	14269 
NR,PROF,N_GE1,OUT,TRA_TO_TA,LU	: 	: 	: 	: u
NR,PROF,N_GE1,OUT,TRA_TO_TA,LV	: 	: 	: 	: u
NR,PROF,N_GE1,OUT,TRA_TO_TA,MT	41496 	: 	: 	26178 
NR,PROF,N_GE1,OUT,TRA_TO_TA,NL	869183 	: 	: 	548338 
NR,PROF,N_GE1,OUT,TRA_TO_TA,PL	44937 	: 	: 	35461 u
NR,PROF,N_GE1,OUT,TRA_TO_TA,PT	153455 	: 	: 	210595 
NR,PROF,N_GE1,OUT,TRA_TO_TA,RO	: c	: 	: 	: 
NR,PROF,N_GE1,OUT,TRA_TO_TA,SE	: 	: 	: 	429354 
NR,PROF,N_GE1,OUT,TRA_TO_TA,SI	83952 	: 	: 	46554 
NR,PROF,N_GE1,OUT,TRA_TO_TA,SK	: c	: 	: 	: u
NR,PROF,N_GE1,OUT,TRA_WEB,AT	797545 	: 	: 	1054746 
NR,PROF,N_GE1,OUT,TRA_WEB,BE	328809 b	: 	: 	271598 
NR,PROF,N_GE1,OUT,TRA_WEB,CY	128772 	: 	: 	104319 
NR,PROF,N_GE1,OUT,TRA_WEB,CZ	163555 u	: 	: 	100528 u
NR,PROF,N_GE1,OUT,TRA_WEB,DE	7329485 	: 	: 	5252486 
NR,PROF,N_GE1,OUT,TRA_WEB,DK	: 	: 	: 	570673 
NR,PROF,N_GE1,OUT,TRA_WEB,EA	: 	: 	: 	12297361 e
NR,PROF,N_GE1,OUT,TRA_WEB,EE	175376 	: 	: 	199243 
NR,PROF,N_GE1,OUT,TRA_WEB,EL	: 	: 	: 	22705 u
NR,PROF,N_GE1,OUT,TRA_WEB,ES	706576 	: 	: 	: u
NR,PROF,N_GE1,OUT,TRA_WEB,EU27	: 	: 	: 	15741261 e
NR,PROF,N_GE1,OUT,TRA_WEB,EU28	: 	: 	: 	15883640 e
NR,PROF,N_GE1,OUT,TRA_WEB,FI	1282631 	: 	: 	1020546 
NR,PROF,N_GE1,OUT,TRA_WEB,FR	2546141 	: 	: 	: 
NR,PROF,N_GE1,OUT,TRA_WEB,HR	: 	: 	: 	141220 
NR,PROF,N_GE1,OUT,TRA_WEB,HU	24214 	: 	: 	19045 
NR,PROF,N_GE1,OUT,TRA_WEB,IE	487744 	: 	: 	458880 
NR,PROF,N_GE1,OUT,TRA_WEB,IT	587330 u	: 	: 	926996 u
NR,PROF,N_GE1,OUT,TRA_WEB,LT	261337 	: 	: 	187028 
NR,PROF,N_GE1,OUT,TRA_WEB,LU	: 	: 	: 	79137 
NR,PROF,N_GE1,OUT,TRA_WEB,LV	: 	: 	: 	51732 u
NR,PROF,N_GE1,OUT,TRA_WEB,MT	73680 	: 	: 	30141 
NR,PROF,N_GE1,OUT,TRA_WEB,NL	833089 	: 	: 	602586 
NR,PROF,N_GE1,OUT,TRA_WEB,PL	250410 	: 	: 	151178 
NR,PROF,N_GE1,OUT,TRA_WEB,PT	180970 	: 	: 	209401 
NR,PROF,N_GE1,OUT,TRA_WEB,RO	: c	: 	: 	: 
NR,PROF,N_GE1,OUT,TRA_WEB,SE	: 	: 	: 	368267 
NR,PROF,N_GE1,OUT,TRA_WEB,SI	111159 	: 	: 	96717 
NR,PROF,N_GE1,OUT,TRA_WEB,SK	: c	: 	: 	: u
NR,PROF,N_GE1,WORLD,ACC_TO_TA,AT	751625 	: 	: 	770264 
NR,PROF,N_GE1,WORLD,ACC_TO_TA,BE	344591 b	: 	: 	250830 
NR,PROF,N_GE1,WORLD,ACC_TO_TA,CY	138156 	: 	: 	109075 
NR,PROF,N_GE1,WORLD,ACC_TO_TA,CZ	: c	: 	: 	101248 u
NR,PROF,N_GE1,WORLD,ACC_TO_TA,DE	7107111 	: 	: 	6022870 
NR,PROF,N_GE1,WORLD,ACC_TO_TA,DK	: 	: 	: 	302991 
NR,PROF,N_GE1,WORLD,ACC_TO_TA,EA	: 	: 	: 	23087759 e
NR,PROF,N_GE1,WORLD,ACC_TO_TA,EE	163521 	: 	: 	131637 
NR,PROF,N_GE1,WORLD,ACC_TO_TA,EL	: 	: 	: 	62132 
NR,PROF,N_GE1,WORLD,ACC_TO_TA,ES	2590240 	: 	: 	27847 u
NR,PROF,N_GE1,WORLD,ACC_TO_TA,EU27	: 	: 	: 	29787916 e
NR,PROF,N_GE1,WORLD,ACC_TO_TA,EU28	: 	: 	: 	29977290 e
NR,PROF,N_GE1,WORLD,ACC_TO_TA,FI	1461820 	: 	: 	1139569 
NR,PROF,N_GE1,WORLD,ACC_TO_TA,FR	501119 	: 	: 	: 
NR,PROF,N_GE1,WORLD,ACC_TO_TA,HR	: 	: 	: 	197252 
NR,PROF,N_GE1,WORLD,ACC_TO_TA,HU	338299 	: 	: 	218330 
NR,PROF,N_GE1,WORLD,ACC_TO_TA,IE	191726 	: 	: 	177494 
NR,PROF,N_GE1,WORLD,ACC_TO_TA,IT	824973 u	: 	: 	1411994 
NR,PROF,N_GE1,WORLD,ACC_TO_TA,LT	5258 u	: 	: 	186601 
NR,PROF,N_GE1,WORLD,ACC_TO_TA,LU	: 	: 	: 	9052 u
NR,PROF,N_GE1,WORLD,ACC_TO_TA,LV	: 	: 	: 	: u
NR,PROF,N_GE1,WORLD,ACC_TO_TA,MT	61127 	: 	: 	17711 
NR,PROF,N_GE1,WORLD,ACC_TO_TA,NL	1139383 	: 	: 	881329 
NR,PROF,N_GE1,WORLD,ACC_TO_TA,PL	38981 u	: 	: 	50858 
NR,PROF,N_GE1,WORLD,ACC_TO_TA,PT	187455 	: 	: 	437557 
NR,PROF,N_GE1,WORLD,ACC_TO_TA,RO	105751 	: 	: 	107159 
NR,PROF,N_GE1,WORLD,ACC_TO_TA,SE	: 	: 	: 	1941649 
NR,PROF,N_GE1,WORLD,ACC_TO_TA,SI	98329 	: 	: 	56089 
NR,PROF,N_GE1,WORLD,ACC_TO_TA,SK	: c	: 	: 	: u
NR,PROF,N_GE1,WORLD,ACC_WEB,AT	1857594 	: 	: 	2003009 
NR,PROF,N_GE1,WORLD,ACC_WEB,BE	426992 b	: 	: 	297536 
NR,PROF,N_GE1,WORLD,ACC_WEB,CY	121824 	: 	: 	104004 
NR,PROF,N_GE1,WORLD,ACC_WEB,CZ	599013 	: 	: 	334350 
NR,PROF,N_GE1,WORLD,ACC_WEB,DE	27627490 	: 	: 	23117791 
NR,PROF,N_GE1,WORLD,ACC_WEB,DK	: 	: 	: 	833031 
NR,PROF,N_GE1,WORLD,ACC_WEB,EA	: 	: 	: 	42848630 e
NR,PROF,N_GE1,WORLD,ACC_WEB,EE	305866 	: 	: 	317696 
NR,PROF,N_GE1,WORLD,ACC_WEB,EL	: 	: 	: 	73230 
NR,PROF,N_GE1,WORLD,ACC_WEB,ES	2478406 	: 	: 	: u
NR,PROF,N_GE1,WORLD,ACC_WEB,EU27	: 	: 	: 	52968430 e
NR,PROF,N_GE1,WORLD,ACC_WEB,EU28	: 	: 	: 	53199434 e
NR,PROF,N_GE1,WORLD,ACC_WEB,FI	2983997 	: 	: 	2460594 
NR,PROF,N_GE1,WORLD,ACC_WEB,FR	9638521 	: 	: 	: 
NR,PROF,N_GE1,WORLD,ACC_WEB,HR	: 	: 	: 	258314 
NR,PROF,N_GE1,WORLD,ACC_WEB,HU	136904 	: 	: 	114592 
NR,PROF,N_GE1,WORLD,ACC_WEB,IE	706161 	: 	: 	584868 
NR,PROF,N_GE1,WORLD,ACC_WEB,IT	2501361 	: 	: 	2832901 
NR,PROF,N_GE1,WORLD,ACC_WEB,LT	446046 	: 	: 	336461 
